196399.city,SPRIGVILLE,SPRINGVILLE
187523.city,ANDOVRE,ANDOVER
94817.marriedexemp,w0,0
20999.state,mDC,DC
179809.salary,95000***,95000
1442.gender,mF,F
162934.zip,71355,73155
31498.salary,5000,65000
95003.fname,ut,Kut
109548.zip,46712,47612
39331.fname,Eberahrdt,Eberhardt
188491.phone,910-7928,190-7928
20948.state,RA,AR
145222.city,APLAUS,ALPLAUS
57434.marriedexemp,21000,12000
7488.gender,***,F
38188.city,SHAWAY,ASHAWAY
164553.childexemp,,0
162481.state,RA,AR
4721.gender,oF,F
47432.singleexemp,u0,0
91263.maritalstatus,***,S
174747.zip,89o139,89139
165585.marriedexemp,,0
151826.state,H,OH
54789.city,nHOPKINS,HOPKINS
130158.singleexemp,***,0
178933.haschild,,Y
110477.marriedexemp,k0,0
60098.state,CD,DC
132498.gender,,M
167025.gender,qM,M
3613.gender,***,F
106954.state,RA,AR
108720.marriedexemp,,0
33289.lname,Tcshudin,Tschudin
127091.city,ALLmENDALE,ALLENDALE
127304.salary,4000b0,40000
173028.lname,Grwaw,Graw
20748.state,LA,AL
126504.haschild,,Y
64607.rate,2.5u40909,2.540909
150831.gender,zF,F
112878.state,R,AR
126517.rate,.307,3.07
2048.gender,,F
53404.marriedexemp,***,0
127636.city,CECLITON,CECILTON
67768.state,vAR,AR
177655.phone,8z68-9258,868-9258
1954.gender,rF,F
164644.gender,dF,F
61526.childexemp,,0
189946.phone,343-2477,334-2477
198886.lname,Loulky,Louly
36629.lname,Oagwana,Ogawana
121754.gender,zF,F
87852.phone,60s1-4915,601-4915
133630.childexemp,,0
137253.city,MOULTRtIE,MOULTRIE
95934.state,CD,DC
5015.city,MOUNTAUKUM,MOUNT AUKUM
106743.fname,Magareta,Margareta
6276.state,DkC,DC
21893.childexemp,250,2250
13488.lname,reiber,Treiber
175395.marriedexemp,***,0
96748.rate,.8,7.8
98236.rate,9t.0,9.0
163482.rate,6.5,6.25
43041.city,ANGEELS,ANGELES
187253.state,T,UT
127258.state,AjR,AR
94873.haschild,jY,Y
118140.childexemp,***,0
3594.gender,sF,F
152461.salary,8000,80000
156525.phone,499-8656,499-8665
168939.childexemp,,0
194170.singleexemp,***,0
2434.gender,,F
82700.zip,22211,22121
106787.childexemp,,0
167282.city,MES,AMES
59498.singleexemp,,0
112189.singleexemp,2400***,2400
58929.state,C,DC
44415.state,C,DC
162137.fname,Steanos,Stefanos
27588.maritalstatus,***,S
96778.zip,1029,51029
85117.state,DlC,DC
129189.state,L,AL
77396.state,S,KS
112729.marriedexemp,v0,0
120948.marriedexemp,***,0
41876.lname,Seppann,Seppanen
60272.areacode,6e03,603
121493.areacode,880,808
49850.areacode,n410,410
152185.haschild,eY,Y
19069.city,SARGENTVLILE,SARGENTVILLE
33786.state,L,AL
6613.rate,60.,6.0
68314.marriedexemp,***,0
130301.rate,.00,0.0
174168.singleexemp,195,159
72372.singleexemp,y0,0
155494.areacode,913,931
13000.fname,Azssef,Assef
186169.singleexemp,,0
8105.city,NASHIVLLE,NASHVILLE
80507.gender,,F
176883.lname,Mils,Milos
4198.gender,wF,F
178480.singleexemp,***,0
76527.fname,Jeffry,Jeffery
186527.childexemp,,0
107745.childexemp,***,0
194626.marriedexemp,000,4000
103350.maritalstatus,,M
160415.marriedexemp,l0,0
108784.marriedexemp,,0
93688.city,ANTIMOYN,ANTIMONY
154815.state,LA,AL
94285.phone,628-32w18,628-3218
142081.rate,.0,6.0
92255.maritalstatus,vS,S
148918.singleexemp,***,0
103252.haschild,,Y
71448.gender,,M
129635.haschild,wY,Y
87518.marriedexemp,,0
111486.gender,***,F
10925.phone,371-3q859,371-3859
144747.state,cDC,DC
144776.state,rNJ,NJ
74559.salary,2z0000,20000
30662.maritalstatus,***,M
114029.lname,Saletorfe,Saletore
144604.marriedexemp,***,0
117128.phone,849-7247,849-2747
137084.city,MHERST,AMHERST
124236.areacode,3e02,302
58892.marriedexemp,,0
48349.areacode,33h6,336
66487.maritalstatus,gS,S
106684.areacode,71,971
74922.singleexemp,,0
85755.state,ArL,AL
194437.zip,3301,31301
103739.childexemp,g0,0
8920.gender,dF,F
120381.singleexemp,***,0
36368.salary,100s000,100000
95376.state,CD,DC
6219.gender,lF,F
21580.areacode,50,580
40213.rate,7.309544,7.305944
56153.marriedexemp,***,0
147875.lname,Koinney,Kinney
90598.city,CHEWSVLILE,CHEWSVILLE
129970.city,ANCHORAEG,ANCHORAGE
16589.lname,ekken,Hekken
103619.childexemp,e0,0
16630.areacode,17,617
112129.state,C,DC
85776.gender,,M
129231.city,OKLAHOhMA CITY,OKLAHOMA CITY
170175.marriedexemp,t0,0
176817.zip,s99666,99666
196080.gender,tF,F
156887.state,L,AL
147336.singleexemp,***,0
9833.gender,fM,M
95536.fname,Kyoun,Kyosun
65719.city,MADISNO,MADISON
88426.city,CRAGFdORD,CRAGFORD
194405.haschild,,N
182164.childexemp,225y0,2250
145183.city,ANNAbPOLIS,ANNAPOLIS
183503.singleexemp,p0,0
41173.state,L,AL
132513.state,LA,AL
17254.fname,Bleen,Belen
183068.singleexemp,,0
70568.state,AgL,AL
146781.marriedexemp,,0
129800.singleexemp,***,0
138210.childexemp,,0
48633.city,FRASR,FRASER
136070.marriedexemp,***,0
66865.fname,Honghufa,Honghua
59517.salary,100c00,10000
129599.maritalstatus,,M
49060.lname,Kheirbke,Kheirbek
90826.areacode,821,812
59865.fname,Haian,Haiyan
115632.salary,500,5000
156297.fname,Shojai,Shoji
9340.city,PORTJERVIS,PORT JERVIS
177149.zip,3071v0,30710
136039.state,L,AL
65664.city,ANDAEL,ANDALE
36996.childexemp,l0,0
26937.gender,***,M
167331.salary,0000,60000
177947.childexemp,,0
14469.haschild,sY,Y
168421.state,T,CT
175854.childexemp,,0
161727.phone,27k5-7734,275-7734
132356.childexemp,h0,0
189385.fname,Yaning,Yanqing
54807.city,PRINCETNO,PRINCETON
66815.singleexemp,12d750,12750
118984.city,SOUTH RYEATE,SOUTH RYEGATE
225.marriedexemp,***,0
191915.rate,.69,6.9
63390.city,ANROLD,ARNOLD
167072.singleexemp,***,0
183923.phone,16-5421,166-5421
78259.lname,Fayyda,Fayyad
33875.lname,inares,Linares
98654.marriedexemp,***,0
116329.fname,Moens,Mogens
148245.marriedexemp,s0,0
44639.lname,Peranl,Peral
66583.city,EEVRGREEN,EVERGREEN
126415.singleexemp,***,0
65535.rate,6n.84,6.84
45196.state,L,AL
22752.haschild,***,Y
68984.marriedexemp,***,0
7992.singleexemp,33f00,3300
181252.salary,55c000,55000
58339.city,LA PLACqE,LA PLACE
6578.gender,,F
177026.areacode,290,920
32536.childexemp,r0,0
148525.state,S,MS
71773.areacode,063,603
172784.state,sPA,PA
136423.state,O,MO
153209.marriedexemp,600,2600
76980.areacode,27,267
4666.gender,,F
78236.city,ARECBO,ARECIBO
163755.zip,251h69,25169
146144.state,vAL,AL
88871.maritalstatus,***,M
149745.city,ALPEAN,ALPENA
93510.city,CRANE gLAKE,CRANE LAKE
43116.state,lAR,AR
78722.city,ANNSTON,ANNISTON
159889.childexemp,,0
29270.lname,ienzler,Kienzler
186454.childexemp,v0,0
33124.city,WEST POvINT,WEST POINT
87827.city,TUSKGEEE,TUSKEGEE
64773.zip,97360,79360
74950.city,ALVORDTOxN,ALVORDTON
46169.city,AMlBOY,AMBOY
157470.haschild,***,N
54976.state,vDC,DC
81282.phone,36-2041,336-2041
92670.state,sDC,DC
137166.childexemp,***,0
171360.singleexemp,35m75,3575
108237.marriedexemp,***,0
26254.marriedexemp,d0,0
5820.salary,55000***,55000
44562.rate,30493855,3.0493855
90429.haschild,iN,N
122290.gender,,M
107474.marriedexemp,,0
22062.childexemp,***,0
42774.singleexemp,1200,2100
117131.city,BATN ROUGE,BATON ROUGE
184648.state,vCT,CT
79237.city,KInLAUEA,KILAUEA
99957.areacode,96,936
62784.zip,6706t3,67063
145039.fname,Rucmk,Ruck
20175.rate,.109693,4.109693
63172.state,LA,AL
184850.marriedexemp,,0
84103.maritalstatus,,S
137527.gender,sF,F
69182.fname,Hoy,Hyo
1506.gender,qF,F
70780.maritalstatus,,S
164051.maritalstatus,***,M
48363.fname,Fotney,Fortney
178854.state,M,NM
161371.singleexemp,2100***,2100
1890.gender,kF,F
19723.marriedexemp,w0,0
55967.rate,39.,3.9
75418.childexemp,,0
135781.city,MANSFIEtLD,MANSFIELD
49379.singleexemp,,0
114625.state,AxR,AR
92888.rate,59.5,5.95
173898.childexemp,z0,0
57538.fname,uillem,Guillem
147870.lname,eRbaine,Rebaine
77951.zip,16742,61742
24828.zip,86z401,86401
127707.zip,54346,54436
140848.marriedexemp,,0
111935.state,aPR,PR
2876.rate,.0,6.0
53598.areacode,80n8,808
124278.lname,Mozeeico,Mozeico
6497.gender,***,F
30501.salary,00000,100000
3765.gender,,F
28725.childexemp,,0
78941.state,lKY,KY
12235.state,E,DE
99565.areacode,28,208
171483.lname,Dedashti,Dehdashti
83626.singleexemp,35j75,3575
115501.childexemp,1c000,1000
126775.state,kDC,DC
105427.zip,3042b0,30420
101674.zip,33123,33132
195505.state,yAL,AL
23035.maritalstatus,hM,M
132992.fname,iet,Piet
64357.city,COEV,COVE
107387.marriedexemp,s0,0
42985.state,fDC,DC
145858.marriedexemp,,0
38286.city,APACH EJUNCTION,APACHE JUNCTION
51578.singleexemp,d0,0
127238.rate,51000004,5.1000004
129785.fname,Parikc,Parick
118299.city,MARGART,MARGARET
59037.marriedexemp,6060,6600
57871.city,GERENVILLE,GREENVILLE
71840.fname,Ihrvin,Irvin
15612.city,OTzIS,OTIS
136545.city,HANaCEVILLE,HANCEVILLE
75645.salary,15000***,15000
141904.zip,63o537,63537
159664.zip,6337o9,63379
194663.marriedexemp,,0
174886.haschild,,N
66523.singleexemp,300,3300
502.lname,Diqx,Dix
23991.childexemp,***,0
143217.fname,Rohii,Rohini
151408.areacode,242,224
192338.city,RVADA,ARVADA
100525.singleexemp,,0
61184.salary,750m00,75000
44549.haschild,eY,Y
45168.singleexemp,19,159
113006.singleexemp,,0
111750.childexemp,***,0
5906.state,CD,DC
2879.gender,***,F
91124.fname,imikazu,Kimikazu
15202.maritalstatus,***,M
45533.state,iDC,DC
62494.childexemp,,0
153398.singleexemp,h0,0
66768.city,MAYNARDVILEL,MAYNARDVILLE
108273.singleexemp,m0,0
151044.singleexemp,,0
110867.childexemp,p0,0
24945.gender,,M
36522.childexemp,***,0
105131.areacode,02,702
48585.singleexemp,,0
84099.lname,omack,Womack
98437.marriedexemp,,0
127070.state,yAR,AR
98107.singleexemp,,0
123745.state,DfC,DC
31180.fname,Courtwland,Courtland
9376.city,UDMAS,DUMAS
22041.state,L,AL
153733.childexemp,d0,0
130461.salary,45000***,45000
109483.childexemp,k3100,3100
63190.maritalstatus,bS,S
140194.singleexemp,***,0
78599.maritalstatus,,M
32887.salary,85o000,85000
11989.childexemp,c0,0
32004.maritalstatus,,S
199585.marriedexemp,h0,0
188651.childexemp,,0
86442.areacode,508,580
124802.state,dDC,DC
491.gender,,F
134955.singleexemp,***,0
105790.salary,3e0000,30000
58869.areacode,i715,715
41164.fname,Elari,Elarbi
186868.childexemp,***,0
120127.state,lNH,NH
1791.haschild,,N
170343.rate,s2.8818183,2.8818183
136848.fname,Rafal,Rafael
29625.lname,Kalloufci,Kalloufi
129712.rate,0u.0,0.0
189423.marriedexemp,x0,0
181254.state,kAL,AL
191477.state,L,AL
154875.phone,v514-3155,514-3155
150991.rate,4.0405m49,4.040549
188458.childexemp,p0,0
199127.childexemp,***,0
107213.gender,,M
1558.gender,***,F
90426.zip,n29566,29566
196122.state,JN,NJ
101751.lname,Tucotte,Turcotte
55281.maritalstatus,,M
51582.city,ASHLADN,ASHLAND
116251.state,ED,DE
186516.singleexemp,c0,0
32821.zip,61299***,61299
96894.city,ATHROP,LATHROP
101287.salary,50000***,50000
152061.fname,Seungjon,Seungjoon
129411.state,eID,ID
149474.gender,fM,M
2218.gender,***,F
170914.city,NCHORAGE,ANCHORAGE
142590.childexemp,,0
119583.maritalstatus,aM,M
108238.fname,Mrlo,Marlo
46676.singleexemp,,0
64354.haschild,***,N
123160.marriedexemp,,0
107363.zip,7762,57762
135931.childexemp,,0
77912.lname,yScheid,Scheid
113654.childexemp,2805,2850
192943.state,AgL,AL
103566.childexemp,***,0
42884.zip,088,5088
146466.state,AoL,AL
136923.childexemp,,0
161678.city,ALBUUERQUE,ALBUQUERQUE
183399.salary,1000,10000
72453.childexemp,w0,0
176180.city,STAR TANNEYR,STAR TANNERY
158112.childexemp,,0
124056.gender,***,M
193153.singleexemp,,0
197987.singleexemp,b0,0
19695.singleexemp,***,0
48292.city,RLEE,ARLEE
65501.phone,189-6178,819-6178
185321.maritalstatus,,M
130765.city,AMEiRICAN FORK,AMERICAN FORK
107247.haschild,,Y
165964.phone,925-83q19,925-8319
86130.areacode,450,405
121067.singleexemp,,0
30511.state,xAR,AR
4732.gender,kF,F
149547.city,UTCA,UTICA
124476.state,A,PA
120663.areacode,421,412
122094.marriedexemp,***,0
15848.phone,676-2267,766-2267
188405.childexemp,,0
51903.salary,3q0000,30000
27989.phone,710-6622,710-6262
134724.zip,59524,59542
191344.gender,,M
44788.singleexemp,***,0
73014.singleexemp,***,0
154433.singleexemp,c0,0
199517.haschild,xN,N
14170.fname,Averil,Averill
181106.childexemp,c0,0
6169.gender,***,F
186503.childexemp,,0
10665.lname,Retz,Reitz
153707.zip,0876,8076
2929.gender,,F
152640.childexemp,,0
174755.areacode,22,212
139395.phone,406-5a852,406-5852
85174.gender,hM,M
142328.phone,856-3760,856-3706
20454.maritalstatus,***,S
115086.childexemp,***,0
153463.marriedexemp,***,0
100901.gender,***,F
198912.areacode,77,787
129132.marriedexemp,22p0,220
2356.state,IbL,IL
80175.state,xDC,DC
1557.gender,***,F
81720.state,lDC,DC
17264.childexemp,000,1000
2053.gender,vF,F
7961.areacode,30d4,304
17732.city,RANODLPH,RANDOLPH
45261.marriedexemp,2000,12000
28265.phone,383-9196,383-9916
175172.marriedexemp,,0
189497.marriedexemp,,0
10407.areacode,37,337
94645.city,LAKEVvIEW,LAKEVIEW
158673.singleexemp,2u475,2475
169625.childexemp,,0
20007.haschild,***,N
36304.childexemp,,0
110209.rate,6.67657j33,6.6765733
175451.marriedexemp,0,40
124689.phone,23-9747,233-9747
194136.gender,***,F
19809.city,ANAHLA,ANAHOLA
101798.areacode,720,702
164570.haschild,dY,Y
3147.gender,,F
39169.state,jKS,KS
92605.state,L,AL
177360.gender,jF,F
56369.lname,Neuefld,Neufeld
40309.lname,Meilijon,Meilijson
102075.state,DaC,DC
161296.childexemp,500,1500
106323.lname,Melvillee,Melville
45047.areacode,882,828
66981.city,ANAKTUVUK PASS***,ANAKTUVUK PASS
83628.salary,50000***,50000
122377.fname,avdeep,Navdeep
149142.childexemp,***,0
48853.gender,wF,F
56351.phone,477-9913,747-9913
39294.maritalstatus,xM,M
63882.state,AoL,AL
10093.marriedexemp,***,0
190549.city,ANEGLES,ANGELES
122793.phone,d360-7286,360-7286
104744.childexemp,b0,0
189016.lname,Snimons,Simons
49805.maritalstatus,,S
151379.salary,59000,95000
80162.singleexemp,***,0
165831.salary,1500o0,15000
13143.haschild,,Y
25412.singleexemp,t159,159
3612.gender,***,F
161210.fname,Sreenah,Sreenath
189662.singleexemp,a0,0
193338.childexemp,,0
130831.singleexemp,u0,0
56547.phone,c333-3901,333-3901
144337.state,RA,AR
123380.salary,0500,5000
6217.gender,aF,F
106996.state,C,DC
123755.childexemp,z0,0
128017.marriedexemp,***,0
157942.haschild,***,N
7401.phone,b195-3537,195-3537
80603.phone,350-206,350-1206
64644.childexemp,,0
51905.singleexemp,04,40
165941.zip,2554,62554
189653.haschild,eY,Y
34135.haschild,***,N
105083.fname,amata,Mamata
107435.singleexemp,i0,0
133718.zip,56o60,5660
199368.gender,,M
199123.phone,77-3740,977-3740
150577.state,C,DC
10911.haschild,***,N
195569.city,KOOKMO,KOKOMO
44434.state,EM,ME
196939.phone,164-4036,164-4063
44154.phone,536-5629,536-5692
4523.gender,***,F
112591.salary,90p000,90000
24693.state,LA,AL
4968.singleexemp,,0
140930.city,AeLAMOGORDO,ALAMOGORDO
144498.marriedexemp,***,0
187106.city,ICKORY CORNERS,HICKORY CORNERS
36944.phone,464-2285***,464-2285
96211.haschild,,Y
15602.haschild,,Y
85232.marriedexemp,***,0
73975.lname,oDu,Dou
127131.marriedexemp,***,0
121014.phone,9u32-5187,932-5187
124289.state,C,DC
122101.gender,,M
137382.childexemp,m1000,1000
174178.rate,4.227256,4.272256
120410.singleexemp,***,0
175087.rate,6.w0,6.0
98048.maritalstatus,wM,M
194301.state,R,AR
5071.gender,,F
23849.phone,492-1939,492-1399
71656.marriedexemp,,0
157130.childexemp,***,0
127228.salary,5000,75000
4608.gender,***,F
23539.lname,Rieth,Reith
43761.haschild,wN,N
18435.marriedexemp,,0
14158.marriedexemp,715w0,7150
142367.childexemp,300,2300
175027.childexemp,u0,0
4324.marriedexemp,,0
60748.state,AM,MA
53713.singleexemp,19,159
91614.childexemp,***,0
123981.childexemp,,0
86262.marriedexemp,1u800,1800
130426.marriedexemp,,0
170712.marriedexemp,j0,0
159777.state,J,NJ
153454.state,DmC,DC
155879.state,NhJ,NJ
139977.childexemp,p0,0
40442.areacode,025,205
70763.haschild,mN,N
149599.marriedexemp,a0,0
21118.state,S,KS
5394.salary,8500,85000
156937.state,kMT,MT
188183.city,ANNAPLIS,ANNAPOLIS
130195.phone,847-42z07,847-4207
66333.salary,9000,90000
66031.salary,5500,55000
127158.city,NEW YROK,NEW YORK
83802.zip,88411***,88411
79309.maritalstatus,,S
90485.singleexemp,,0
29699.singleexemp,4500***,4500
138016.phone,605-q1527,605-1527
173556.areacode,64,864
43172.city,EPPEEKEO,PEPEEKEO
3278.gender,,F
170497.rate,4.793906i7,4.7939067
34450.maritalstatus,,S
64963.zip,8383w6,83836
17025.state,C,DC
178203.haschild,oY,Y
6576.gender,***,F
147013.fname,oSait,Sait
136329.zip,87305,83705
190311.state,A,VA
148471.state,LA,AL
117671.city,OHNSTOWN,JOHNSTOWN
193993.singleexemp,p0,0
75928.salary,y95000,95000
92156.state,wVT,VT
51449.marriedexemp,x0,0
183942.childexemp,i0,0
89111.lname,Heinibsuo,Heinisuo
134822.state,oUT,UT
133476.phone,281i-4538,281-4538
3687.gender,,F
170340.fname,Tho,Thao
156701.phone,8n12-8870,812-8870
29295.fname,hCuXin,ChuXin
8312.gender,,F
164110.lname,Hemuvel,Heuvel
134233.areacode,z612,612
172127.gender,aF,F
140157.marriedexemp,***,0
5803.childexemp,000,1000
163076.fname,Suchendar,Suchendra
83464.marriedexemp,,0
143713.state,uPR,PR
150985.lname,sEskesen,Eskesen
118622.zip,5671,56731
110847.city,SOCKTON,STOCKTON
15477.state,N,IN
150509.rate,0.r0,0.0
145265.gender,,M
65828.childexemp,,0
163030.city,ANrDERSON,ANDERSON
104387.gender,***,M
31123.state,C,DC
76936.rate,2.62512x87,2.6251287
171091.city,BOZMN,BOZMAN
1222.gender,***,F
48088.city,ASSOlNET,ASSONET
140330.gender,***,F
15148.state,C,DC
17177.marriedexemp,9o000,9000
70529.city,ARGUSVILE,ARGUSVILLE
81882.state,NyJ,NJ
185213.state,AwL,AL
97936.areacode,3o04,304
188285.state,L,AL
134559.zip,a37886,37886
197538.marriedexemp,***,0
172463.city,ANCORAGE,ANCHORAGE
67095.gender,eM,M
192690.childexemp,k0,0
61058.fname,Hasnong,Hansong
54557.lname,Erml,Ermel
165484.city,ARLINGOTN,ARLINGTON
42531.state,CD,DC
21482.city,ASHlAWAY,ASHAWAY
197255.salary,60000***,60000
75184.childexemp,2000***,2000
6909.singleexemp,***,0
172682.singleexemp,***,0
4604.gender,***,F
53163.haschild,***,Y
69039.salary,5500l0,55000
126096.singleexemp,,0
77147.fname,Jernj,Jernej
85346.marriedexemp,y0,0
62245.lname,Liss,Leiss
51845.salary,8t5000,85000
146510.maritalstatus,oS,S
178066.singleexemp,***,0
66125.fname,itofumi,Hitofumi
15331.salary,5000,35000
98596.city,LNOX,LENOX
193145.state,L,AL
175265.city,SHAWNEzE,SHAWNEE
129182.childexemp,***,0
103098.state,IW,WI
154211.gender,,M
133000.zip,0233,80233
65920.maritalstatus,***,S
154327.lname,Merel,Merle
96912.childexemp,300,3000
152983.salary,3000,30000
30132.maritalstatus,,S
169905.zip,9a1382,91382
99734.rate,0w.0,0.0
69427.rate,.3,5.3
26787.maritalstatus,***,M
86136.gender,***,F
182287.singleexemp,78,87
156600.childexemp,k0,0
193768.marriedexemp,***,0
48371.childexemp,k0,0
185066.gender,gF,F
90251.state,ApL,AL
149302.city,ANDERzSONVILLE,ANDERSONVILLE
104064.lname,hCristiansen,Christiansen
72688.city,AfMMON,AMMON
31602.rate,00.,0.0
21389.phone,679-235,679-2135
56709.rate,93.,9.3
74647.haschild,***,Y
81908.state,C,DC
9854.state,gNJ,NJ
24568.gender,,F
161904.marriedexemp,38,318
122096.rate,.00,0.0
25417.state,C,DC
98507.areacode,77,707
102800.gender,pF,F
131649.haschild,uY,Y
42515.city,ANOVER,ANDOVER
1963.childexemp,900***,900
9220.state,CD,DC
131084.state,qAL,AL
1315.rate,0o.0,0.0
56129.salary,e85000,85000
80706.maritalstatus,tS,S
105519.state,kAR,AR
182037.haschild,pN,N
139888.phone,11-1667,411-1667
176346.singleexemp,***,0
30223.gender,,F
158855.city,ANCHORGAE,ANCHORAGE
191173.childexemp,,0
83548.city,SYLcACAUGA,SYLACAUGA
4521.gender,,F
48768.fname,jFrancis,Francis
134269.haschild,***,N
52769.maritalstatus,***,M
155854.state,cDC,DC
112299.marriedexemp,***,0
132389.city,aANGELUS OAKS,ANGELUS OAKS
4952.gender,,F
171419.city,RAJAY,ARJAY
6122.gender,nF,F
52849.haschild,,N
70394.rate,.948391,6.948391
198986.salary,l30000,30000
144930.areacode,01,901
69907.city,ASHY,ASHBY
151178.state,jAR,AR
14485.marriedexemp,600,6600
159604.state,N,TN
100568.gender,sM,M
84805.fname,Kjaal,Kajal
182556.state,mAL,AL
159094.childexemp,g1000,1000
171050.maritalstatus,***,S
174014.phone,3041574,304-1574
111601.phone,790-2413,790-2431
34577.state,C,DC
48403.gender,lM,M
158420.maritalstatus,***,S
122713.phone,480-9729,408-9729
191503.rate,.0,0.0
190709.phone,281j-9939,281-9939
50321.state,C,DC
75287.singleexemp,03,103
12893.haschild,***,N
191791.marriedexemp,***,0
51779.fname,Gejir,Geir
96016.singleexemp,2400***,2400
83432.marriedexemp,1000,12000
62376.areacode,2s28,228
96441.childexemp,***,0
148745.marriedexemp,,0
55976.haschild,,N
99573.areacode,124,214
29829.zip,w6515,6515
60851.gender,kF,F
40934.haschild,***,Y
160327.phone,453-t4527,453-4527
166906.areacode,576,567
127403.fname,nat,Onat
68287.haschild,***,N
8762.city,AREIBO,ARECIBO
135327.maritalstatus,oM,M
120172.state,DM,MD
183981.areacode,510,501
69862.childexemp,,0
62680.state,C,DC
130736.singleexemp,,0
124113.areacode,91,971
188244.singleexemp,***,0
252.fname,Abhbas,Abbas
24567.state,tCO,CO
154313.singleexemp,***,0
171532.state,RA,AR
146044.salary,80d000,80000
106597.salary,25000***,25000
199163.singleexemp,,0
119925.marriedexemp,o0,0
99668.city,FAIRFOcREST,FAIRFOREST
163525.areacode,60,860
24435.marriedexemp,***,0
52370.zip,600,6030
100998.maritalstatus,,S
106645.city,TRIMBEL,TRIMBLE
125905.marriedexemp,,0
45408.rate,.0,3.0
88276.marriedexemp,d0,0
134600.haschild,xN,N
124534.areacode,320,302
124947.lname,airaine,Dairaine
15122.city,SMYgRNA,SMYRNA
120386.lname,Otdillio,Otillio
61451.zip,68h51,6851
87483.rate,3.7,3.07
184307.phone,496-s6649,496-6649
10181.state,CD,DC
3696.phone,163-61a60,163-6160
18316.childexemp,***,0
149353.salary,5p5000,55000
187474.marriedexemp,i3000,3000
88387.zip,58252,58225
55365.areacode,05,605
171798.city,ARAPAOH,ARAPAHO
2214.gender,***,F
7572.city,ASAHWAY,ASHAWAY
