28291.city,BiOW,BOW
19047.rate,34,3.4
33507.childexemp,,0
21434.areacode,50e4,504
33752.city,BILLNGSLEY,BILLINGSLEY
37073.city,IRMINGHAM,BIRMINGHAM
34653.marriedexemp,2600***,2600
29554.gender,zF,F
9611.state,jDE,DE
36166.marriedexemp,14y00,1400
45456.singleexemp,q0,0
33254.phone,32-7629,532-7629
3501.fname,Fsrieda,Frieda
5462.rate,a9.0,9.0
10927.gender,,F
40487.areacode,284,248
35292.gender,uF,F
22695.city,HENERSON,HENDERSON
44877.city,LEVANwT,LEVANT
20485.gender,***,F
4851.phone,182-74w95,182-7495
36968.areacode,520,502
24987.singleexemp,g0,0
14193.gender,,M
30327.city,wNEWARK,NEWARK
12385.lname,Gursopy,Gursoy
14388.marriedexemp,202,220
44724.singleexemp,***,0
25617.phone,28-88493,288-8493
34340.fname,Scaulo,Saulo
15447.state,cAK,AK
10319.salary,000,5000
19542.childexemp,***,0
40492.haschild,,N
25369.childexemp,t0,0
16273.marriedexemp,f0,0
43376.lname,eutz,Deutz
20858.childexemp,,0
37855.gender,zF,F
40777.phone,816-331,816-3931
49022.zip,6711,67101
4709.singleexemp,***,0
41590.rate,00.,0.0
45133.childexemp,b0,0
48135.childexemp,,0
25988.haschild,***,N
35127.childexemp,***,0
39346.state,C,DC
2878.zip,7369,3769
40313.lname,Ikehaa,Ikehara
31477.marriedexemp,25400,24500
41197.childexemp,b0,0
29266.areacode,t262,262
30652.city,BLOCK IhSLAND,BLOCK ISLAND
46121.phone,605-8831,605-8813
42430.maritalstatus,,S
28307.salary,90i000,90000
9103.areacode,320,302
49219.city,CUSTaER,CUSTER
3541.state,YK,KY
41886.zip,77,677
8148.marriedexemp,300u0,3000
33365.marriedexemp,270,2740
29729.singleexemp,,0
37791.gender,***,F
39606.childexemp,s0,0
26165.singleexemp,,0
13290.maritalstatus,***,S
21909.areacode,5n86,586
34892.salary,9r0000,90000
10974.maritalstatus,dS,S
4746.marriedexemp,***,0
45591.childexemp,,0
48307.childexemp,g0,0
4922.rate,.0,0.0
21662.childexemp,***,0
46475.rate,.9,6.9
32759.lname,iBrjandi,Birjandi
21656.singleexemp,,0
47351.city,BESSEEMR,BESSEMER
32342.state,RA,AR
28686.state,RA,AR
48431.salary,65u000,65000
957.areacode,40i6,406
48981.marriedexemp,300,3000
29357.singleexemp,***,0
24235.childexemp,,0
4813.singleexemp,,0
2326.salary,95000***,95000
34232.state,kNH,NH
15366.haschild,,Y
25516.state,V,NV
49007.singleexemp,***,0
6194.rate,7y.8,7.8
37725.haschild,***,Y
7772.haschild,,Y
2318.zip,3575h7,35757
26848.state,R,AR
17785.state,uAL,AL
35800.state,AlL,AL
11552.rate,c6.5,6.5
29585.city,OBWDON,BOWDON
27358.state,pAK,AK
3002.city,OAK GqROVE,OAK GROVE
32216.city,O FALLzON,O FALLON
3225.lname,Czapiewksi,Czapiewski
10162.zip,2z4155,24155
30632.lname,Hazoyn,Hazony
48896.marriedexemp,026,206
25909.state,CD,DC
35460.salary,2000,25000
5837.phone,4o12-2149,412-2149
26801.city,BOtISE,BOISE
31519.areacode,076,706
45823.gender,xF,F
31139.areacode,55,505
9557.state,CD,DC
37561.areacode,f606,606
27283.gender,***,F
43259.marriedexemp,220***,220
39631.rate,.7942708,1.7942708
20150.singleexemp,,0
25956.rate,90.,9.0
34138.rate,85.,8.5
41644.state,OM,MO
36074.rate,4d.75,4.75
25090.singleexemp,0,40
47833.singleexemp,***,0
16351.marriedexemp,2704,2740
17966.state,DnC,DC
40393.marriedexemp,2600***,2600
3494.gender,***,F
13163.gender,***,M
19076.childexemp,***,0
10353.state,AoR,AR
24818.state,LA,AL
26137.marriedexemp,147,174
20073.rate,.0,0.0
3054.city,RICHWOOD***,RICHWOOD
31463.maritalstatus,vM,M
9440.haschild,lY,Y
46365.gender,***,F
8429.city,EBAR,BEAR
33558.lname,uGsella,Gusella
48174.state,L,AL
21038.city,HAZL CREST,HAZEL CREST
22554.state,xWI,WI
15008.marriedexemp,25400,24500
38540.marriedexemp,20,220
30165.marriedexemp,***,0
31924.state,qAL,AL
17235.childexemp,,0
21870.phone,691-9229,961-9229
42151.state,lAL,AL
41173.singleexemp,***,0
42170.singleexemp,,0
48125.areacode,92e8,928
14901.marriedexemp,6200,2600
30100.phone,855-5977,585-5977
44591.fname,Alexandrous,Alexandros
10020.singleexemp,***,0
16360.lname,Coflmerauer,Colmerauer
24683.singleexemp,***,0
42403.gender,,F
27540.salary,80000***,80000
15812.city,BLUE ILL,BLUE HILL
7340.state,LI,IL
11407.lname,Lvett,Lovett
16819.marriedexemp,0300,3000
49213.gender,***,M
6764.rate,.825,8.25
15589.zip,2113,72113
45108.childexemp,j0,0
9995.maritalstatus,,S
23647.gender,,F
48739.marriedexemp,2500,24500
33821.maritalstatus,***,S
4744.rate,.69,6.9
27403.areacode,89,859
35181.state,KA,AK
23805.rate,.45,6.45
48554.areacode,s941,941
20517.gender,,M
35223.childexemp,,0
29377.singleexemp,,0
5700.areacode,73,573
1076.childexemp,s0,0
70.state,CD,DC
3195.phone,488-4476,848-4476
14751.marriedexemp,2450j0,24500
4526.singleexemp,,0
29625.gender,,M
31687.zip,7008,77008
13252.childexemp,,0
21421.maritalstatus,***,M
33242.city,BEENT LAKE,BENET LAKE
48698.state,L,AL
7332.city,ESTHERVcILLE,ESTHERVILLE
22772.fname,Pehonlg,Pehong
26255.zip,89642,98642
6515.city,FOSETR,FOSTER
24833.lname,Koomsinski,Komosinski
24668.marriedexemp,740,2740
17937.childexemp,l0,0
21181.phone,516-783,516-7873
34148.salary,90v000,90000
36149.marriedexemp,f0,0
9492.maritalstatus,xM,M
27552.city,AJCKSONVILLE,JACKSONVILLE
40035.zip,610x5,6105
13927.city,RESTWOOD,CRESTWOOD
3473.salary,2500,25000
18252.singleexemp,k0,0
14725.gender,,F
42291.phone,305-7628,305-7682
42531.singleexemp,,0
21554.marriedexemp,4500,24500
33047.haschild,,N
45398.singleexemp,***,0
44405.state,J,NJ
34684.areacode,37,307
872.singleexemp,10w3,103
47702.marriedexemp,b0,0
22394.areacode,55,515
4789.gender,***,F
29953.gender,bF,F
45470.city,PEPEEKOE,PEPEEKEO
37057.lname,Anjandan,Anandan
6506.zip,46309,46390
45319.salary,15000***,15000
11125.state,MbO,MO
35731.salary,01000,10000
16938.city,NEARK,NEWARK
39293.singleexemp,u0,0
7188.phone,377-036,377-5036
45106.zip,58468,58486
19111.haschild,***,N
5325.maritalstatus,,S
28781.state,FyL,FL
33256.gender,tF,F
38308.haschild,***,N
2713.rate,00.,0.0
40078.fname,Malpik,Malik
29756.lname,Ancailotti,Ancilotti
28232.zip,0011,90011
11699.gender,***,F
32400.phone,9911-671,991-1671
21289.lname,Thodresen,Thoresen
11280.state,L,AL
31679.city,ATHAM,LATHAM
5756.zip,49794,47994
27004.salary,70000***,70000
16223.gender,,F
22012.gender,***,F
40207.marriedexemp,b0,0
39027.lname,Hashemin,Hashemian
33013.marriedexemp,0,40
4157.areacode,9q80,980
2093.phone,988-6753,988-6573
45959.areacode,082,802
14179.lname,Ponhomarenko,Ponomarenko
41501.phone,206-540,206-5470
48007.city,HARBORIDE,HARBORSIDE
11077.childexemp,1900***,1900
9229.state,yDC,DC
1386.city,RALmSTON,RALSTON
13948.city,FfERTILE,FERTILE
31735.childexemp,g0,0
31885.state,L,AL
39527.gender,,M
33339.singleexemp,,0
13834.state,qAR,AR
8563.lname,asnet,Basnet
35140.gender,***,F
17635.marriedexemp,6200,2600
31898.state,DvC,DC
11550.areacode,07,907
30953.state,IjA,IA
29645.city,VEmRDI,VERDI
17296.lname,Ketn,Kent
35174.zip,2l1682,21682
47883.maritalstatus,***,M
191.marriedexemp,,0
8440.state,DtC,DC
47784.singleexemp,e0,0
448.gender,qM,M
47609.childexemp,i0,0
38500.rate,3.777777,3.7777777
33307.haschild,,N
43074.state,K,AK
33163.zip,7102,1702
43051.maritalstatus,,M
42157.salary,0000,60000
37919.rate,4j.040549,4.040549
13136.gender,***,M
25086.gender,wF,F
15205.lname,By,Boy
34337.gender,***,F
33763.city,BERKSHIRaE,BERKSHIRE
35515.state,RA,AR
13409.areacode,07,207
29175.zip,1864,18464
26553.state,CD,DC
19075.city,SRTASBURG,STRASBURG
38603.marriedexemp,g3000,3000
41615.gender,kM,M
36766.singleexemp,***,0
17222.singleexemp,300,3300
24840.lname,Ajum,Anjum
29239.salary,90000***,90000
780.fname,Hdieo,Hideo
21462.singleexemp,,0
43178.zip,k46796,46796
20916.areacode,03,603
23205.state,NiE,NE
32725.gender,mF,F
16441.haschild,iN,N
33688.gender,nF,F
21316.salary,60000***,60000
35758.gender,yF,F
27179.childexemp,02,20
5584.state,C,DC
48526.state,bRI,RI
15862.gender,,M
32348.state,A,LA
21001.maritalstatus,***,M
41462.fname,Chistian,Chirstian
45068.fname,Lta,Lata
12116.childexemp,1000***,1000
14650.zip,80922,89022
40827.phone,39-2536,839-2536
21282.childexemp,,0
29849.singleexemp,***,0
25991.city,BATONROUGE,BATON ROUGE
13921.zip,78r045,78045
20205.gender,***,F
13416.haschild,,Y
49202.gender,***,M
14560.state,RA,AR
31591.salary,25000***,25000
14873.maritalstatus,***,S
3852.maritalstatus,,M
7276.city,BAYAMxON,BAYAMON
28532.singleexemp,***,0
37909.childexemp,,0
7281.salary,3500,35000
48976.zip,59928***,59928
32685.singleexemp,,0
18522.lname,Jnunemann,Junnemann
24419.childexemp,,0
31984.areacode,27v6,276
30547.state,L,AL
11189.state,mDC,DC
25910.haschild,***,Y
31289.singleexemp,s0,0
48154.marriedexemp,***,0
13384.state,kAR,AR
25764.areacode,w614,614
40142.marriedexemp,274e0,2740
35570.state,LA,AL
28165.state,AjR,AR
10336.marriedexemp,20,220
25520.lname,Brdoa,Broda
37305.salary,6o0000,60000
34138.childexemp,8250,2850
19470.maritalstatus,cM,M
19525.state,N,MN
18984.lname,Wogulsi,Wogulis
6748.salary,90000***,90000
40833.singleexemp,,0
12808.childexemp,***,0
2352.marriedexemp,***,0
43730.fname,Yinfg,Ying
11578.zip,47546,47456
15511.marriedexemp,20,220
36258.singleexemp,q0,0
41329.salary,07000,70000
38634.city,BETHUEN,BETHUNE
39564.childexemp,,0
6188.city,ABERCROMBrIE,ABERCROMBIE
40702.gender,***,F
10571.gender,,F
43049.state,qDC,DC
23021.haschild,,N
15657.city,LETTSWROTH,LETTSWORTH
24348.areacode,57k3,573
25877.gender,wF,F
48524.phone,5941-310,594-1310
7291.haschild,***,N
8591.childexemp,,0
40101.marriedexemp,31f8,318
14438.city,JACiKSON,JACKSON
8525.city,BAORD CAMP,BOARD CAMP
12628.gender,kF,F
311.singleexemp,3b100,3100
41896.salary,09000,90000
45494.fname,Yungxhsiang,Yunghsiang
28102.childexemp,,0
15368.childexemp,j0,0
41304.marriedexemp,m5400,5400
38954.fname,Ahmiad,Ahmad
21678.singleexemp,,0
17957.city,OISE,BOISE
35287.lname,Mazen,Matzen
46862.singleexemp,***,0
46162.lname,Rinhoff,Rienhoff
24958.rate,.4475,4.475
12908.singleexemp,,0
35321.zip,f5819,5819
29000.gender,***,F
21075.haschild,nN,N
33328.phone,698-914,698-7914
4409.haschild,***,Y
23101.childexemp,100,1000
24461.city,FnALL CREEK,FALL CREEK
30427.gender,,M
27868.gender,,F
42781.salary,l100000,100000
48180.areacode,74,574
20198.childexemp,***,0
34493.state,L,AL
5510.childexemp,,0
12946.state,C,DC
7305.rate,4.025,4.0325
28399.salary,400z00,40000
31484.state,gDC,DC
42599.haschild,***,N
44821.childexemp,u0,0
31035.city,OCEA CITY,OCEAN CITY
12150.state,RO,OR
23272.lname,Kruskamp,Kruiskamp
32235.state,LA,AL
47768.state,C,DC
27538.city,AsMES,AMES
34852.gender,,M
42848.maritalstatus,***,S
44766.zip,6210,66210
23559.childexemp,,0
3575.state,xDC,DC
20089.childexemp,***,0
13317.city,OGDEnN,OGDEN
44834.marriedexemp,h24500,24500
30832.state,C,NC
15602.marriedexemp,2704,2740
27422.marriedexemp,27p40,2740
33669.rate,00,0.0
19594.rate,3.0q7,3.07
20176.city,BIRMINGHAeM,BIRMINGHAM
28510.state,fDC,DC
49247.areacode,70,870
475.phone,35-2965,835-2965
47308.haschild,uN,N
12475.childexemp,s0,0
39029.state,LA,AL
2454.haschild,,N
41530.gender,***,F
49744.haschild,***,N
15519.childexemp,,0
22805.gender,dF,F
49617.areacode,78d7,787
36528.marriedexemp,m3000,3000
20848.marriedexemp,200f0,2000
48405.state,iAL,AL
42633.salary,56000,65000
42464.zip,94763,97463
20508.gender,***,M
20799.gender,iF,F
19708.gender,kF,F
5294.childexemp,s3300,3300
26555.lname,Antso,Antos
1095.state,A,PA
16519.lname,Sharrokc,Sharrock
34140.state,AiL,AL
27889.state,LA,AL
14290.singleexemp,***,0
4830.city,EBLLWOOD,BELLWOOD
41735.city,BAYMON,BAYAMON
22858.state,K,AK
38587.marriedexemp,d220,220
26637.areacode,28,928
3800.marriedexemp,,0
39999.marriedexemp,***,0
11886.gender,,F
19391.areacode,8g02,802
46962.areacode,452,425
47302.state,CD,DC
23789.marriedexemp,,0
42344.zip,8362v3,83623
34885.marriedexemp,20,220
17030.city,IMAMI,MIAMI
15752.childexemp,s0,0
44722.marriedexemp,2704,2740
41137.city,BELGRDAE LAKES,BELGRADE LAKES
19800.fname,Zorijca,Zorica
32777.state,A,LA
42802.lname,Croty,Crotty
11937.salary,65e000,65000
46107.gender,zF,F
37509.childexemp,***,0
3185.gender,,F
44204.state,hDC,DC
103.salary,04000,40000
28556.lname,Gumnb,Gumb
11295.gender,wF,F
44907.state,C,DC
28196.lname,Beningecr,Beninger
7784.lname,rland,Irland
2607.phone,997i-1801,997-1801
19836.rate,.0,0.0
39304.marriedexemp,***,0
20018.gender,,M
21475.areacode,t605,605
38514.haschild,sN,N
36271.fname,Hormozyar,Hormozdyar
35919.marriedexemp,20,220
33127.salary,900p00,90000
41119.state,yDC,DC
40264.city,VALLIANT***,VALLIANT
33316.childexemp,q0,0
18612.city,BEA RRIVER CITY,BEAR RIVER CITY
12379.gender,,M
31790.maritalstatus,***,S
41779.childexemp,,0
13128.childexemp,h0,0
23865.childexemp,***,0
34988.marriedexemp,3000***,3000
34194.rate,47.5,4.75
31289.phone,1411-667,141-1667
26258.lname,Boqllacker,Bollacker
10366.gender,***,F
2045.state,LI,IL
17929.singleexemp,***,0
44895.zip,9969l7,99697
36011.childexemp,i0,0
32229.city,BlIRMINGHAM,BIRMINGHAM
43898.gender,sF,F
18136.salary,60000***,60000
19271.state,pAK,AK
46721.singleexemp,***,0
38747.marriedexemp,300,3000
45750.state,AxK,AK
20159.maritalstatus,aS,S
37196.phone,390-452v5,390-4525
4873.lname,ing,Ying
23597.childexemp,***,0
21616.fname,pVitaliano,Vitaliano
26499.state,L,AL
26425.gender,,M
22740.state,jND,ND
6862.haschild,hY,Y
41829.state,L,AL
45931.childexemp,a0,0
17375.rate,00.,0.0
35189.lname,Huxmford,Huxford
34758.rate,2.v87,2.87
28719.lname,Igaat,Igata
36199.lname,Shaohrbabaki,Shahrbabaki
31050.gender,yF,F
42983.zip,972,927
23543.fname,heldon,Sheldon
37744.gender,wF,F
49539.gender,,M
34097.phone,76f8-7663,768-7663
8565.rate,.00,0.0
45341.areacode,w212,212
19344.childexemp,0,20
43355.lname,Schwaratzel,Schwartzel
31072.lname,Hannafy,Hanafy
38957.gender,yF,F
29360.state,HN,NH
18335.fname,Motmichi,Motomichi
24932.city,HYDOR,HYDRO
3098.salary,07000,70000
37532.state,bAR,AR
17304.salary,t10000,10000
26619.singleexemp,g0,0
41921.marriedexemp,220***,220
27898.singleexemp,,0
48091.singleexemp,13,103
40793.city,FLEETVILE,FLEETVILLE
10224.areacode,901,910
12208.zip,98701,89701
44792.gender,,M
39241.gender,***,M
48870.city,CEDAR HIL,CEDAR HILL
7497.city,NICHOLON,NICHOLSON
16030.areacode,p304,304
36989.areacode,03,603
34417.lname,Shcaap,Schaap
23739.rate,.00,0.0
47519.city,WETWOOD,WESTWOOD
19889.singleexemp,1300***,1300
34098.singleexemp,700***,700
31762.maritalstatus,oS,S
37292.gender,***,F
28960.gender,gF,F
32745.gender,cF,F
469.salary,400i00,40000
31867.state,CD,DC
33163.maritalstatus,uM,M
13015.phone,74-3732,743-3732
24894.maritalstatus,,S
17365.childexemp,330,3300
24297.state,TV,VT
26309.phone,t622-6355,622-6355
44422.city,BOUQERON,BOQUERON
13370.childexemp,n0,0
3869.childexemp,8250,2850
11462.gender,***,F
18082.state,SzD,SD
43552.lname,Bentalge,Bentlage
13618.fname,Gradhy,Grady
19496.state,R,AR
24846.rate,34.,3.4
28803.state,V,NV
32796.marriedexemp,d0,0
40729.state,LA,AL
36554.marriedexemp,***,0
16002.lname,zKlusik,Klusik
19967.rate,2.393s2838,2.3932838
37448.childexemp,,0
34418.marriedexemp,740,2740
15974.fname,Cesgar,Cesar
18025.singleexemp,t0,0
42153.marriedexemp,30b00,3000
40679.phone,423o-4701,423-4701
11766.singleexemp,***,0
13016.salary,10500,15000
2108.rate,.00,0.0
43547.childexemp,e0,0
47007.state,SM,MS
2858.phone,931-005,931-6005
39879.city,BIOSE,BOISE
44304.areacode,07,907
10543.state,KA,AK
13390.singleexemp,,0
39099.gender,nF,F
32306.salary,01000,10000
6165.state,FkL,FL
24238.city,RVINGTON,IRVINGTON
13513.marriedexemp,17g4,174
44189.haschild,***,Y
47236.maritalstatus,gM,M
8779.maritalstatus,***,S
39607.singleexemp,1050,1500
44833.haschild,,N
42206.state,K,AK
40831.haschild,mY,Y
49970.maritalstatus,,S
29545.salary,8000,80000
2812.fname,Leny,Lenny
19859.childexemp,j0,0
18576.marriedexemp,2j740,2740
3597.rate,4.48333,4.483333
40914.marriedexemp,20,220
3725.lname,rPolo,Polo
19158.childexemp,200,2000
48949.singleexemp,***,0
8745.areacode,60u3,603
49347.state,N,IN
33996.salary,150j00,15000
46777.state,AbL,AL
1534.areacode,i567,567
12362.state,sAK,AK
30072.state,CD,DC
36575.areacode,v503,503
30668.salary,7000q0,70000
21655.gender,eM,M
3282.state,KoY,KY
31881.rate,9.y0,9.0
19938.childexemp,330,3300
21070.marriedexemp,3000***,3000
36001.childexemp,2v850,2850
41498.phone,w580-9228,580-9228
47631.singleexemp,y0,0
38078.marriedexemp,f2740,2740
33527.gender,,M
6544.zip,85z732,85732
25330.salary,20000***,20000
20909.state,pDC,DC
27727.state,J,NJ
18159.lname,Nanadikpar,Nanadikar
45300.childexemp,,0
33199.marriedexemp,b0,0
29999.maritalstatus,wM,M
20184.city,BOLDER,BOULDER
47444.phone,6c80-2857,680-2857
9327.marriedexemp,***,0
49432.zip,82893,82839
14808.rate,.5,8.5
26457.salary,950o00,95000
37971.zip,48770,84770
5980.singleexemp,a0,0
8081.childexemp,***,0
46444.childexemp,v0,0
10903.marriedexemp,24500***,24500
4731.gender,qF,F
14489.rate,.0,0.0
18657.marriedexemp,138,318
1969.zip,6p4063,64063
32181.maritalstatus,lS,S
22680.haschild,,Y
34347.state,AtL,AL
37690.gender,,M
23191.gender,***,M
23449.areacode,45,425
8261.fname,Subrendranath,Surendranath
40621.city,WAHSINGTON,WASHINGTON
36385.rate,8.j5,8.5
32866.state,CD,DC
15856.gender,aM,M
7014.state,K,OK
48183.city,BERRYIVLLE,BERRYVILLE
2363.childexemp,3300***,3300
24645.childexemp,***,0
12837.marriedexemp,s0,0
34774.state,KA,AK
11003.phone,2947519,294-7519
22014.city,FAIRVIW,FAIRVIEW
43447.fname,hMitsuhisa,Mitsuhisa
7803.singleexemp,***,0
28626.fname,Chen,Chien
38613.city,uBIRMINGHAM,BIRMINGHAM
37290.marriedexemp,740,2740
39977.marriedexemp,p220,220
27037.lname,Ekc,Eck
28491.city,AHWK RUN,HAWK RUN
32112.city,POdRTLAND,PORTLAND
18353.state,CD,DC
28788.maritalstatus,,S
37571.state,DlC,DC
19622.areacode,081,801
45438.haschild,***,N
37043.childexemp,,0
8528.areacode,280,208
44575.city,SAUNERSTOWN,SAUNDERSTOWN
2130.areacode,c802,802
44450.city,BERANLILLO,BERNALILLO
38705.marriedexemp,600,2600
39512.salary,100000***,100000
8728.zip,1955s4,19554
45292.rate,6097042,6.097042
6767.city,ROCkKLAND,ROCKLAND
25426.areacode,87,787
37355.city,ALEM,SALEM
8297.gender,qF,F
20712.fname,Smaes,Sames
38426.phone,72-5030,721-5030
40206.singleexemp,,0
12996.singleexemp,***,0
41480.marriedexemp,1080,1800
36296.fname,Saqleh,Saleh
46682.haschild,zY,Y
26270.city,AN JUAN,SAN JUAN
11296.areacode,d848,848
20638.childexemp,247l5,2475
34783.gender,wF,F
12155.salary,2000,25000
46168.haschild,,N
36040.state,zDC,DC
412.fname,Hgeidar,Heidar
46025.singleexemp,u0,0
1060.state,C,DC
15502.childexemp,v0,0
2154.fname,Murt,Murat
45582.singleexemp,***,0
21489.maritalstatus,rS,S
28533.maritalstatus,***,M
23831.maritalstatus,yM,M
46234.state,I,WI
25509.lname,Nokaes,Noakes
16772.marriedexemp,24a500,24500
40084.childexemp,,0
43686.marriedexemp,270,2740
31359.singleexemp,j0,0
5606.maritalstatus,***,S
17219.lname,Ghargeya,Gargeya
4550.maritalstatus,,M
29341.singleexemp,***,0
26433.singleexemp,r0,0
26692.childexemp,***,0
36123.singleexemp,,0
25634.lname,Szmberedi,Szemberedi
37306.gender,gF,F
18207.gender,***,F
22532.gender,,F
23466.state,RA,AR
43878.state,E,DE
19227.areacode,93,913
24202.lname,Elsnaadidi,Elsanadidi
29175.rate,30.7,3.07
13902.lname,Risp,Rips
20664.state,L,AL
7699.state,CD,DC
46372.haschild,***,Y
13564.maritalstatus,***,M
19294.rate,00.,0.0
4325.lname,ubin,Rubin
30960.rate,.3,5.3
43320.salary,d30000,30000
10693.salary,10500,15000
7549.rate,36.,3.6
31762.fname,Huaijo,Haijo
43811.childexemp,,0
16528.salary,00000,100000
20014.marriedexemp,000,4000
20586.state,qAR,AR
43720.state,RA,AR
6875.singleexemp,,0
10141.city,BLfANCHARD,BLANCHARD
2978.phone,85-3365,885-3365
46311.state,AP,PA
23600.lname,etvedt,Fetvedt
24559.singleexemp,p0,0
11786.salary,8500,85000
28259.state,AgL,AL
26805.marriedexemp,200,2600
44307.city,MCCgUTCHEON FIELD,MCCUTCHEON FIELD
12446.gender,uF,F
15551.gender,,F
16766.singleexemp,m0,0
18813.areacode,28,928
36547.gender,rF,F
6477.lname,Calemt,Calmet
22763.gender,,F
40396.lname,Atawala,Atrawala
21165.city,WINwTHROP,WINTHROP
30570.areacode,4g04,404
19703.areacode,15,715
43187.childexemp,r0,0
42579.childexemp,900***,900
20570.singleexemp,m0,0
20387.gender,kF,F
1507.city,EMO,NEMO
47857.childexemp,s0,0
19973.marriedexemp,20,220
11961.city,IVA,RIVA
27548.state,LcA,LA
20611.gender,qF,F
22289.maritalstatus,,M
15225.salary,3500,35000
40752.areacode,w605,605
38204.maritalstatus,sS,S
36405.state,xDC,DC
9620.city,HcARTFORD,HARTFORD
24750.rate,00.,0.0
3793.singleexemp,200v0,2000
2275.gender,,F
31895.fname,ishiro,Eishiro
16559.haschild,oN,N
35697.phone,813-712,813-7012
14409.fname,Irsc'hak,Irs'hak
26190.state,kDC,DC
45884.gender,xF,F
44250.singleexemp,,0
17982.salary,5000,50000
38119.state,RA,AR
20282.lname,Haunoled,Haunold
15014.phone,852-y3436,852-3436
47486.gender,,F
8806.rate,.2039795,2.039795
24020.singleexemp,,0
64.state,XT,TX
40912.maritalstatus,aS,S
4.state,aNJ,NJ
26768.singleexemp,g0,0
26024.zip,7974u3,79743
40263.lname,Bohcicchio,Bochicchio
27397.gender,***,M
34277.singleexemp,***,0
24972.marriedexemp,r0,0
29673.marriedexemp,2u4500,24500
26471.city,OTSTON,TOSTON
35501.zip,5827,58267
4717.state,CD,DC
42722.zip,2848,28448
15232.gender,***,F
1885.marriedexemp,v0,0
42746.childexemp,,0
20286.state,CD,DC
46333.salary,45000***,45000
37451.singleexemp,3g300,3300
15969.areacode,550,505
45286.rate,0.b0,0.0
21311.rate,8.8,8.98
11536.state,I,WI
43549.gender,***,M
43389.maritalstatus,vS,S
40247.childexemp,a0,0
44272.city,ZnEBULON,ZEBULON
2649.singleexemp,d0,0
44634.salary,57000,75000
49920.salary,04000,40000
45538.city,ERROsL,ERROL
33694.maritalstatus,,S
36337.childexemp,,0
15378.childexemp,i0,0
20400.phone,977-8796***,977-8796
45449.gender,aF,F
6212.areacode,641,614
1335.lname,eDar,Dear
13769.zip,6111,61011
12908.lname,Alspu,Alsup
1259.haschild,yN,N
34297.marriedexemp,202,220
29515.gender,,F
15000.fname,Pheinl,Phenil
29502.city,BELhDEN,BELDEN
27565.gender,***,M
35280.maritalstatus,***,M
24796.childexemp,,0
6549.city,BLANCHETER,BLANCHESTER
19406.areacode,b302,302
27807.childexemp,***,0
3207.salary,0000,10000
