621.zip,76908,76098
8569.fname,kOsana,Oksana
16636.fname,edd,Tedd
12993.marriedexemp,0300,3000
13026.state,CuT,CT
4907.haschild,,Y
16470.zip,8051z0,80510
18864.singleexemp,,0
7596.childexemp,***,0
18101.childexemp,02,20
1403.lname,Oehlmann***,Oehlmann
11074.maritalstatus,***,S
14104.marriedexemp,z0,0
7890.state,LF,FL
4489.city,BRSH,BRUSH
1231.areacode,06,706
13859.areacode,632,623
13543.gender,***,F
16289.fname,Gnoos,Goos
2340.maritalstatus,***,M
14749.zip,939n53,93953
9578.areacode,03,203
15547.marriedexemp,2470,2740
2437.singleexemp,u0,0
16086.haschild,***,Y
19857.salary,2500w0,25000
5108.zip,90v222,90222
10811.marriedexemp,,0
16231.singleexemp,,0
9411.areacode,91,971
995.zip,075,4075
9631.marriedexemp,c2740,2740
9822.childexemp,f0,0
6344.zip,490g52,49052
3900.rate,0c.0,0.0
822.marriedexemp,6060,6600
16210.gender,kF,F
11002.rate,i6.0,6.0
9339.marriedexemp,q0,0
1765.lname,Skurcznski,Skurczynski
9584.fname,Delbret,Delbert
12099.rate,30,3.0
10165.gender,,F
9686.rate,60.,6.0
1869.singleexemp,n0,0
927.childexemp,1004,1040
1452.salary,75000***,75000
17299.state,CrO,CO
6307.areacode,901,910
3281.phone,9244-978,924-4978
16984.city,ELENDALE,ELLENDALE
16159.marriedexemp,***,0
13257.rate,3w.0,3.0
7821.marriedexemp,***,0
12063.gender,***,M
5938.state,rDC,DC
14700.singleexemp,***,0
9332.haschild,eN,N
10404.rate,8.9g8,8.98
2909.zip,17,617
16263.singleexemp,130,103
10663.fname,Hguseyin,Huseyin
12214.rate,j6.0,6.0
4658.marriedexemp,4a0,40
5608.city,FEhLCH,FELCH
13338.haschild,,Y
11373.areacode,01,701
966.childexemp,11x0,110
3347.fname,lChandana,Chandana
6992.maritalstatus,***,S
1443.phone,700-5686,700-5668
7815.haschild,,Y
4851.marriedexemp,200,6200
4293.maritalstatus,,S
16956.gender,***,M
404.rate,.0,0.0
10779.salary,5000,25000
15471.maritalstatus,***,M
6964.phone,6645032,664-5032
3394.maritalstatus,***,S
14855.singleexemp,c0,0
4764.areacode,4l78,478
2321.haschild,***,Y
15899.state,CD,DC
13113.rate,e6.0,6.0
18393.gender,***,M
14842.childexemp,j0,0
10217.gender,aM,M
7604.lname,Horogendoorn,Hoogendoorn
4194.childexemp,a0,0
10979.gender,eF,F
18106.singleexemp,,0
11360.phone,156-7574,156-7754
2175.salary,1500u0,15000
15132.singleexemp,***,0
3263.zip,25235,22535
9206.rate,o7.8,7.8
3733.zip,z13631,13631
19695.gender,uF,F
6916.fname,ukinori,Yukinori
16504.rate,.07,3.07
18050.city,nALDEN,ALDEN
10118.salary,4000b0,40000
19657.city,BALLWIN***,BALLWIN
18261.city,ENESEE DEPOT,GENESEE DEPOT
13622.gender,,M
2108.salary,45000***,45000
19701.city,BNODURANT,BONDURANT
9624.singleexemp,250,2250
1055.areacode,03,603
17054.gender,,F
11716.childexemp,u0,0
17289.state,CpT,CT
1016.lname,Puurao,Purao
10185.marriedexemp,0,40
18099.haschild,aY,Y
3570.gender,***,F
3994.childexemp,***,0
10873.fname,Thniel,Thiel
17021.areacode,788,878
15118.haschild,,Y
1817.fname,Sixo,Sixto
11950.marriedexemp,6600***,6600
7068.haschild,qN,N
11933.lname,Naudirn,Naudin
14139.phone,488-2167,488-2617
15860.childexemp,h0,0
4857.city,AUkSTIN,AUSTIN
16276.state,DgC,DC
13908.haschild,,Y
10380.childexemp,,0
3349.maritalstatus,,S
15659.zip,3248,37248
7103.phone,2l14-9217,214-9217
4789.salary,5000,75000
14207.city,BROKLYN,BROOKLYN
5032.gender,***,F
6636.gender,tF,F
495.phone,274o-4237,274-4237
17485.state,O,MO
8126.haschild,tN,N
16591.maritalstatus,,M
11720.gender,,F
6053.rate,5.315s1608,5.3151608
18277.lname,aMjors,Majors
2441.marriedexemp,74,174
1717.lname,xDrenth,Drenth
19519.gender,,F
14832.singleexemp,o0,0
11030.childexemp,t0,0
2900.gender,,F
16040.maritalstatus,***,S
16979.childexemp,v0,0
11824.singleexemp,13,103
2431.haschild,***,N
1472.city,CALLWAAY,CALLAWAY
295.singleexemp,q0,0
13501.rate,5.3511608,5.3151608
16204.areacode,88,808
16952.childexemp,,0
5140.marriedexemp,,0
13452.phone,10-3962,910-3962
14806.marriedexemp,p3000,3000
15933.salary,8b0000,80000
7279.gender,***,F
7815.gender,xF,F
14940.city,CEpNTRAL POINT,CENTRAL POINT
1873.salary,20500,25000
12649.city,SOMESR,SOMERS
7816.childexemp,3300***,3300
105.haschild,qN,N
12496.rate,3.o0,3.0
13774.state,T,CT
16525.phone,85a4-1714,854-1714
9246.state,CD,DC
18324.singleexemp,013,103
3231.marriedexemp,27p40,2740
2247.singleexemp,***,0
4290.areacode,s501,501
17650.marriedexemp,0,40
18137.singleexemp,10t00,1000
16111.maritalstatus,***,S
1359.state,A,MA
2386.maritalstatus,cS,S
11527.childexemp,,0
15764.gender,,F
14315.singleexemp,100g0,1000
10456.maritalstatus,gM,M
8347.areacode,04,504
3841.state,IrD,ID
15172.childexemp,***,0
11430.marriedexemp,d0,0
18189.maritalstatus,iM,M
17637.rate,.8951314,8.951314
12242.maritalstatus,bS,S
17971.state,ZA,AZ
4933.lname,Canard,Cannard
6515.childexemp,h0,0
10040.gender,,F
13829.state,DsC,DC
9648.childexemp,f0,0
9622.childexemp,***,0
1615.zip,55k565,55565
18404.salary,4g0000,40000
5215.haschild,***,Y
7762.fname,Sdihar,Sidhar
17267.state,HO,OH
15484.marriedexemp,4020,4200
10710.state,TC,CT
3556.fname,''Lissa,M''Lissa
18406.marriedexemp,***,0
16884.gender,***,F
3604.marriedexemp,,0
4960.childexemp,,0
2955.childexemp,t0,0
6941.maritalstatus,***,S
10101.maritalstatus,,M
12254.gender,bF,F
16441.childexemp,,0
12291.gender,***,F
19743.singleexemp,,0
11888.marriedexemp,400,4200
13236.areacode,680,608
16983.lname,kTausch,Tausch
17638.childexemp,***,0
16031.phone,367-076,367-2076
2057.phone,51-5420,501-5420
17379.lname,Shekhita,Shekita
966.fname,Kawar,Kanwar
1513.salary,95000***,95000
6696.salary,6500i0,65000
7600.city,BIRINGHAM,BIRMINGHAM
4646.areacode,30y4,304
6613.city,GoRAND FORKS,GRAND FORKS
14922.zip,4843,45843
17392.fname,ung,Tung
15557.childexemp,***,0
19856.city,AGUAS,CAGUAS
7349.rate,.75,5.75
18302.areacode,2o76,276
4303.haschild,***,N
7407.marriedexemp,8300,3800
18813.marriedexemp,420,4200
15909.marriedexemp,800,3800
15904.city,BOgULDER,BOULDER
7699.state,CD,DC
9270.rate,4g.75,4.75
1419.gender,aM,M
8582.maritalstatus,,M
13480.city,LINxCOLN,LINCOLN
14148.city,CENTEjRVILLE,CENTERVILLE
947.haschild,***,Y
16074.marriedexemp,b4200,4200
8107.fname,Wakcunaga,Wakunaga
2922.rate,g0.0,0.0
17587.gender,***,M
3738.maritalstatus,bM,M
1166.singleexemp,10,110
19376.phone,103-539,103-5139
18863.gender,***,F
13024.state,TC,CT
14702.lname,Eniwohner,Einwohner
10078.rate,4.36,4.63
10532.haschild,eN,N
3457.state,NI,IN
6321.marriedexemp,240,2740
3519.city,BRACKENRIDEG,BRACKENRIDGE
15230.phone,3626-162,362-6162
17535.childexemp,***,0
2103.city,EATTLE,SEATTLE
13425.marriedexemp,18,318
13672.state,DmC,DC
15166.singleexemp,1000***,1000
13248.haschild,***,Y
18477.salary,3000,30000
8415.childexemp,2805,2850
13112.state,Z,AZ
17178.city,BONDILLE,BONDVILLE
17031.marriedexemp,4200***,4200
7922.haschild,,Y
12228.gender,***,F
2601.areacode,07,307
1107.gender,***,F
7825.city,MERCEDIAT,MERCEDITA
17354.marriedexemp,k0,0
16599.marriedexemp,4500***,4500
16171.state,CiT,CT
10495.childexemp,,0
4311.rate,.0,5.0
14903.singleexemp,h0,0
14990.phone,a953-6312,953-6312
12964.lname,Hagimpont,Hagimont
10255.gender,,F
12895.childexemp,,0
11798.salary,55000***,55000
16833.rate,m6.45,6.45
5620.state,fAL,AL
2859.areacode,650,605
8773.singleexemp,x0,0
10134.salary,30000***,30000
4717.state,CD,DC
8115.city,FULTNO,FULTON
13984.marriedexemp,c0,0
15455.childexemp,***,0
16364.singleexemp,h0,0
12848.rate,z4.611111,4.611111
7668.areacode,07,907
16598.fname,Caince,Canice
14345.city,BUKRE,BURKE
7726.fname,Mandll,Mandell
18386.marriedexemp,202,220
15387.city,ByONESTEEL,BONESTEEL
19419.childexemp,,0
18551.singleexemp,***,0
5217.maritalstatus,eS,S
7087.marriedexemp,2p20,220
4442.areacode,288,828
9963.zip,4360,74360
16458.gender,iF,F
12507.maritalstatus,,M
5922.phone,91-7599,391-7599
14257.haschild,tN,N
16897.state,AW,WA
18737.rate,0t.0,0.0
11511.phone,75-8789,675-8789
19026.childexemp,***,0
13878.haschild,,Y
5574.childexemp,n0,0
8115.areacode,x662,662
7521.state,sME,ME
10631.rate,o0.0,0.0
9700.phone,165-8286,165-8268
18581.maritalstatus,***,S
17474.maritalstatus,mS,S
5076.singleexemp,u0,0
13830.rate,.70,7.0
7660.haschild,vY,Y
16663.city,YAKUTjAT,YAKUTAT
13269.marriedexemp,,0
16509.city,BOOKSVILLE,BROOKSVILLE
9088.fname,Eli,Elli
10854.gender,***,F
3352.state,O,CO
19282.marriedexemp,04,40
27.marriedexemp,d0,0
15248.state,C,DC
18842.childexemp,3300***,3300
12895.rate,00.,0.0
10833.marriedexemp,600,2600
16358.rate,.00,0.0
2821.haschild,***,N
16652.areacode,052,502
19968.haschild,dN,N
18815.marriedexemp,400,4000
6487.gender,***,M
1318.maritalstatus,,M
10994.childexemp,2000***,2000
7866.childexemp,***,0
19028.state,ZA,AZ
19011.gender,lM,M
16251.singleexemp,100,1000
1820.zip,4955,49455
4758.singleexemp,z0,0
14001.gender,pF,F
7398.marriedexemp,***,0
849.marriedexemp,a0,0
19942.haschild,cY,Y
10862.singleexemp,z0,0
2675.phone,757-x4087,757-4087
13448.singleexemp,,0
19261.phone,488-477x0,488-4770
9254.areacode,336***,336
9657.city,IVOLA,VIOLA
10955.maritalstatus,hM,M
7952.maritalstatus,,S
12239.fname,kRabah,Rabah
14057.singleexemp,33s00,3300
17451.childexemp,1m040,1040
19043.marriedexemp,45p00,4500
3218.city,HAYNEVSILLE,HAYNESVILLE
4292.phone,551-7877,515-7877
19308.city,CAMP SHRMAN,CAMP SHERMAN
13389.marriedexemp,o2740,2740
8927.state,RA,AR
16171.marriedexemp,25400,24500
13484.childexemp,m0,0
14460.childexemp,4200,2400
13760.phone,90-75173,907-5173
19222.city,CASSLAKE,CASS LAKE
17260.phone,140-2713,140-2731
2290.salary,400d00,40000
949.state,NaH,NH
17913.childexemp,***,0
14598.city,FELTCHER,FLETCHER
13425.areacode,03,503
13768.phone,36-9033,936-9033
13634.rate,2.8v7,2.87
16358.singleexemp,,0
1959.state,X,TX
692.haschild,zY,Y
14470.maritalstatus,,M
5127.singleexemp,,0
13233.fname,Marouyn,Maroun
7682.zip,2900,29040
974.zip,38547,83547
10965.areacode,260,206
9970.singleexemp,3300***,3300
15209.singleexemp,1000***,1000
14181.marriedexemp,,0
3053.areacode,50,540
15361.state,SbD,SD
3090.state,T,CT
14339.singleexemp,***,0
11909.maritalstatus,***,M
11937.state,DS,SD
11734.city,BOUND BROK,BOUND BROOK
2958.rate,.475,4.75
17867.state,C,DC
13675.areacode,42k5,425
12439.lname,Yugucwhi,Yuguchi
17148.rate,.00,0.0
83.haschild,cN,N
484.singleexemp,78,87
10234.fname,zTawfik,Tawfik
18446.zip,42277,24277
5477.marriedexemp,,0
11440.haschild,,Y
2022.haschild,,N
3831.gender,,M
16375.marriedexemp,400,4200
3492.areacode,6r03,603
9893.zip,33159,33195
17873.lname,Goffin***,Goffin
803.singleexemp,2205,2250
4453.maritalstatus,oM,M
19786.phone,556-2301,556-2031
9431.singleexemp,2400***,2400
9078.marriedexemp,21000,12000
9942.city,BYTOWN,BAYTOWN
11712.singleexemp,,0
11269.city,MARBLrE CANYON,MARBLE CANYON
12002.city,BhRANCHLAND,BRANCHLAND
8596.singleexemp,330,3300
80.zip,62905,62095
3997.gender,***,F
962.phone,502-6818,502-8618
18438.salary,9000,95000
8403.state,CD,DC
19977.rate,785,7.85
7045.haschild,***,N
2500.lname,uit,Luit
9718.singleexemp,,0
17513.maritalstatus,***,M
9906.lname,Basbart,Basart
7539.phone,425-64y99,425-6499
2056.state,DfC,DC
16344.zip,456z34,45634
8458.rate,u6.0,6.0
17021.city,CORNWLL,CORNWALL
765.fname,Xiayou,Xiaoyu
19570.haschild,***,Y
1488.haschild,***,Y
2521.childexemp,k0,0
19174.maritalstatus,,M
15300.state,DI,ID
17807.gender,***,F
8625.fname,ago,Jago
4714.phone,61c9-2386,619-2386
8733.childexemp,e0,0
16809.state,XT,TX
13881.phone,310-7558,310-5758
54.childexemp,***,0
7691.areacode,39,939
1376.state,nDC,DC
10695.rate,5.685x643,5.685643
10496.city,COLUBUS,COLUMBUS
8681.gender,,F
11846.zip,29y468,29468
2741.gender,vM,M
3852.gender,,F
11686.singleexemp,1000***,1000
6657.rate,a3.07,3.07
12326.salary,10500,15000
18969.haschild,***,N
4720.marriedexemp,000,4000
3877.city,NCHORAGE,ANCHORAGE
9579.marriedexemp,381,318
110.singleexemp,j0,0
17005.phone,w106-5475,106-5475
5854.haschild,rN,N
1285.lname,Ratbi,Rabi
4090.haschild,***,N
19613.singleexemp,,0
18523.childexemp,,0
18678.childexemp,***,0
11751.singleexemp,100,1040
13704.childexemp,,0
9347.haschild,,Y
7427.state,CcT,CT
6951.state,PwA,PA
5375.state,DM,MD
13496.state,T,CT
7148.marriedexemp,200,4200
910.gender,fF,F
14663.haschild,***,Y
4953.marriedexemp,***,0
8686.marriedexemp,20,220
850.maritalstatus,,S
4942.rate,.0,0.0
3825.phone,76-6975,760-6975
13542.marriedexemp,0400,4000
14634.gender,kF,F
12077.lname,Cany,Canny
11219.singleexemp,1000***,1000
19815.state,AV,VA
9446.fname,Vijasyhankar,Vijayshankar
15530.marriedexemp,,0
995.state,E,ME
11963.haschild,wY,Y
5371.fname,oSahin,Sahin
8693.marriedexemp,,0
17836.zip,362v07,36207
5985.haschild,qN,N
14292.areacode,02,602
9701.state,O,CO
7054.city,ESTILgL,ESTILL
18365.singleexemp,k0,0
6500.haschild,***,Y
15996.marriedexemp,3080,3800
14935.fname,Eckhard,Eckehard
12755.phone,7385627,738-5627
6553.gender,dF,F
710.marriedexemp,0,80
1402.singleexemp,3300***,3300
15412.phone,658-540z4,658-5404
4303.state,eDC,DC
19566.gender,***,F
12857.lname,oRijakkers,Roijakkers
13274.childexemp,g0,0
7645.zip,37044,37404
18785.childexemp,,0
13102.areacode,36d0,360
10363.state,H,OH
11837.state,C,DC
5182.rate,70.,7.0
9629.salary,3v5000,35000
7512.areacode,30y4,304
8078.rate,6z.0,6.0
11587.zip,1520,81520
5968.areacode,85v9,859
6895.childexemp,r0,0
2659.singleexemp,,0
4922.gender,,M
7483.gender,***,F
4555.city,ETCHIKAN,KETCHIKAN
5130.state,CD,DC
15425.haschild,hY,Y
15843.city,WASHIGNTON,WASHINGTON
7377.marriedexemp,202,220
10419.gender,***,F
8907.city,TOLLEOSN,TOLLESON
4925.childexemp,***,0
13487.state,T,CT
14625.childexemp,a0,0
18383.marriedexemp,u2740,2740
16300.childexemp,z0,0
6088.marriedexemp,1000,12000
9240.salary,5000,50000
3272.fname,Neyila,Neila
14544.marriedexemp,202,220
16904.gender,,F
3256.zip,730,7930
2056.rate,.0,9.0
19847.marriedexemp,600,2600
8875.haschild,***,N
17260.childexemp,***,0
3271.areacode,5z18,518
6702.city,CtAGUAS,CAGUAS
11520.lname,Pennno,Pennino
17713.city,CEDAR CIlTY,CEDAR CITY
13091.childexemp,000,1000
5499.singleexemp,,0
18649.phone,h104-8623,104-8623
9759.marriedexemp,***,0
15567.singleexemp,,0
19953.gender,eF,F
8144.childexemp,n0,0
17034.rate,.39,3.9
14334.gender,***,F
386.areacode,u406,406
6686.city,SEARCHLGHT,SEARCHLIGHT
9754.fname,Rajizve,Rajive
690.childexemp,v0,0
17851.childexemp,0200,2000
1884.zip,e8848,8848
16351.marriedexemp,740,2740
8396.areacode,13,913
14814.phone,561-643,561-6473
1406.rate,.0,0.0
19666.childexemp,***,0
17551.marriedexemp,,0
9828.haschild,***,N
15739.maritalstatus,hM,M
15568.state,tFL,FL
376.zip,5943,59463
7009.city,HERObN,HERON
9460.city,rBRADFORD,BRADFORD
18958.marriedexemp,2704,2740
19321.childexemp,330i0,3300
8486.singleexemp,1300***,1300
17671.marriedexemp,,0
19659.childexemp,j0,0
5532.singleexemp,104m0,1040
3761.rate,4.24a5455,4.245455
4952.salary,45000***,45000
741.salary,8000,85000
1369.salary,0000,10000
10668.gender,***,F
5200.haschild,***,Y
4643.phone,280-429,280-4029
16021.marriedexemp,400g0,4000
11773.childexemp,a0,0
10495.state,qTX,TX
11612.singleexemp,,0
8269.areacode,66u0,660
16282.gender,iF,F
8470.singleexemp,10w3,103
11951.city,CARLBAD,CARLSBAD
15185.lname,Minura,Minoura
11037.childexemp,h1000,1000
18796.state,IW,WI
13536.gender,,M
17115.maritalstatus,***,M
631.marriedexemp,480l0,4800
7946.city,LNOG VALLEY,LONG VALLEY
4405.childexemp,,0
7735.lname,Etxoh,Etoh
15437.areacode,034,304
5281.singleexemp,,0
14324.gender,,F
7059.lname,ords,Cords
1173.lname,erity,Herity
4362.salary,7500,75000
4233.state,A,PA
10562.city,RUSHSYLVAINA,RUSHSYLVANIA
8913.singleexemp,e1000,1000
12879.city,BOULEDR CITY,BOULDER CITY
11390.lname,Kauffan,Kauffman
11906.gender,***,M
4812.haschild,***,N
11602.state,EN,NE
1900.city,WIKIEPU,WIKIEUP
10784.marriedexemp,,0
16639.singleexemp,,0
17896.city,CkAMDEN WYOMING,CAMDEN WYOMING
4358.state,C,DC
2610.gender,gF,F
17155.lname,Emart,Emmart
13381.fname,Shudichi,Shuichi
15525.rate,.0,9.0
13973.fname,Padhragic,Padhraic
4005.areacode,20,270
17498.city,BGI CREEK,BIG CREEK
316.zip,x31095,31095
2220.gender,pM,M
10377.rate,.4,3.4
996.city,CHUdRCH POINT,CHURCH POINT
10909.state,ZA,AZ
16645.fname,Amitao,Amitavo
11825.zip,2522,92522
4773.childexemp,,0
242.phone,23-7863,263-7863
10257.fname,Bmernahrd,Bernahrd
12928.gender,gF,F
9939.city,LANAI CIY,LANAI CITY
638.phone,77-5711,797-5711
7999.state,C,DC
18787.state,ZA,AZ
16083.salary,30000***,30000
14139.zip,76410,67410
12169.phone,875-1n504,875-1504
5004.city,BARRNQUITAS,BARRANQUITAS
13756.haschild,,N
4642.gender,***,F
12180.areacode,41,401
11650.areacode,380,308
5704.state,MN,NM
19924.haschild,vY,Y
11977.marriedexemp,,0
12394.singleexemp,040,1040
15406.singleexemp,100,1040
3947.state,C,DC
15373.state,AP,PA
10306.maritalstatus,xS,S
16497.state,N,MN
10169.phone,790-313,790-3413
19887.maritalstatus,wM,M
11018.singleexemp,03,103
7822.phone,355-509,355-5509
2040.maritalstatus,***,M
15528.lname,Haemre,Haemer
18060.gender,,M
15554.haschild,***,N
12055.zip,i46866,46866
6833.city,GRY,GARY
13049.state,gDC,DC
18373.state,O,CO
12125.city,CENwTENNIAL,CENTENNIAL
11624.gender,,M
7606.state,I,WI
10474.childexemp,b0,0
8699.gender,bF,F
13321.phone,757-2593,757-2539
17409.city,BUHWOOD,BUSHWOOD
4861.fname,ksel,Aksel
17183.lname,Konratzky,Kornatzky
14121.marriedexemp,2450,24500
2861.haschild,oY,Y
390.phone,54-05465,540-5465
15718.state,bCO,CO
7849.lname,Abdulazizogul,Abdulazizoglu
18232.areacode,43,443
1404.childexemp,330a0,3300
5515.city,TAMoPA,TAMPA
1649.salary,5000***,5000
6759.areacode,85,585
10626.marriedexemp,2c600,2600
14996.singleexemp,m0,0
16001.gender,aF,F
183.fname,Mayze,Mayez
7199.state,iDC,DC
960.rate,46,4.6
13745.city,BLOOMFvIELD,BLOOMFIELD
14688.state,DlC,DC
19745.fname,eNli,Neli
11852.state,kRI,RI
14416.areacode,601,610
16863.gender,***,F
1810.lname,Iacobezt,Iacobetz
13415.childexemp,f0,0
296.maritalstatus,,S
17140.areacode,3n60,360
16306.haschild,***,N
288.rate,3a.9,3.9
11538.lname,Mukoucih,Mukouchi
10413.childexemp,15a9,159
4201.childexemp,***,0
7637.state,C,DC
17104.marriedexemp,4i200,4200
19185.childexemp,,0
7752.salary,6t5000,65000
14807.marriedexemp,z4500,4500
10171.gender,gF,F
19629.childexemp,***,0
18566.singleexemp,f0,0
249.maritalstatus,,M
17477.rate,.0,5.0
13379.childexemp,,0
12267.zip,1026,51026
13882.zip,858,2858
12398.lname,Proatt,Pratt
15462.city,BRIMINGHAM,BIRMINGHAM
6198.singleexemp,100,2100
15330.marriedexemp,6e600,6600
16701.phone,514-3898,514-3889
2325.state,eDC,DC
648.marriedexemp,s0,0
3772.areacode,78,978
1527.state,I,MI
6331.fname,Maee,Malee
4153.fname,zUi,Uzi
10259.salary,5500,55000
9306.gender,***,F
17826.childexemp,h0,0
8814.fname,hGees,Gees
19283.state,I,MI
8097.gender,***,F
19223.state,TU,UT
18118.fname,di,Udi
8085.areacode,2z70,270
18292.singleexemp,***,0
19958.marriedexemp,20,220
12674.childexemp,l0,0
906.salary,o40000,40000
7319.city,ENDI,ENID
10678.maritalstatus,,M
14862.childexemp,,0
5940.zip,2581,26581
12939.salary,9000,90000
7808.state,DcC,DC
808.salary,5000,50000
10725.gender,,F
4727.city,RECKENRIDGE,BRECKENRIDGE
15090.childexemp,r0,0
15179.rate,53.,5.3
18738.state,uCT,CT
17246.childexemp,***,0
16437.singleexemp,,0
941.childexemp,,0
43.state,IR,RI
3348.fname,Takoe,Takeo
11325.city,BRADFOD,BRADFORD
14585.fname,Kwanjo,Kwangjo
17049.city,CAUYGA,CAYUGA
3667.areacode,35,325
15012.zip,67556,65756
14703.marriedexemp,240,2740
19696.childexemp,,0
1301.areacode,2a51,251
8376.singleexemp,0100,1000
17410.state,NzY,NY
19734.city,CAROLIwNA,CAROLINA
9815.lname,Frretti,Ferretti
17336.maritalstatus,kM,M
13896.salary,5000,65000
9352.state,C,DC
14248.state,C,DC
5638.singleexemp,000,1000
17986.salary,25j000,25000
16387.state,Z,AZ
18220.state,C,DC
10663.haschild,kN,N
3177.childexemp,2000***,2000
5058.state,eLA,LA
13560.city,BWODON,BOWDON
11613.singleexemp,***,0
14595.singleexemp,m0,0
19461.fname,Amrdaman,Ardaman
9897.city,BUCHANAhN,BUCHANAN
17658.zip,36g280,36280
6405.childexemp,***,0
7809.phone,423-1v269,423-1269
3592.salary,5500q0,55000
15426.haschild,,Y
14140.singleexemp,000,1000
6865.gender,uF,F
15147.gender,dF,F
4633.marriedexemp,22s0,220
9870.rate,78.,7.8
6256.state,ZA,AZ
18756.lname,Pasemna,Paseman
4497.zip,59938,95938
172.state,CD,DC
14647.singleexemp,,0
304.singleexemp,9100,1900
2074.state,nIN,IN
7927.marriedexemp,***,0
12551.childexemp,a0,0
5995.gender,,M
10142.singleexemp,***,0
5646.phone,383-476,383-4776
17224.childexemp,2100,1200
3347.areacode,60,360
19804.gender,,F
13253.haschild,,N
9560.city,BOdSTON,BOSTON
956.zip,80421,80241
4718.city,rCASPER,CASPER
15910.childexemp,400***,400
19569.gender,***,F
17803.childexemp,***,0
17911.maritalstatus,***,M
16764.childexemp,***,0
3966.singleexemp,100k0,1000
14363.childexemp,,0
15831.haschild,uN,N
7080.singleexemp,1750,12750
8553.marriedexemp,2n4500,24500
3925.haschild,eN,N
5357.salary,550u00,55000
14986.singleexemp,l0,0
1483.city,OBSTON,BOSTON
10693.zip,2709,22709
8323.maritalstatus,,M
8069.gender,,F
6174.state,C,DC
10800.lname,Munhenk,Mundhenk
9014.salary,00000,100000
14739.fname,Zni,Zin
6937.maritalstatus,***,S
19237.gender,,M
14588.zip,69880,68980
11888.singleexemp,***,0
13852.gender,,M
7822.gender,,F
2348.salary,15000***,15000
13885.city,SCOITA,SCOTIA
17730.state,O,CO
16474.fname,Dragutn,Dragutin
13256.gender,***,F
14629.state,AC,CA
6490.childexemp,y0,0
19637.gender,tM,M
14766.areacode,770,707
16162.singleexemp,z0,0
9169.city,BRULINGTON,BURLINGTON
14067.singleexemp,p2400,2400
15835.salary,4500,45000
9257.maritalstatus,,S
3026.gender,,F
10729.childexemp,l0,0
9114.salary,5000,85000
17075.marriedexemp,b0,0
8485.haschild,***,N
4503.gender,***,M
18463.fname,eVrnon,Vernon
18741.city,BOVLL,BOVILL
14660.state,C,DC
17546.state,E,DE
9061.state,jDC,DC
13784.gender,kM,M
10512.phone,6088158,608-8158
10569.singleexemp,0,20
4902.maritalstatus,***,S
11341.city,BOSLEwR,BOSLER
6987.phone,6118103,611-8103
1621.haschild,***,N
9456.phone,135-59c17,135-5917
13898.childexemp,b0,0
15742.childexemp,,0
13737.singleexemp,***,0
13574.areacode,86s2,862
891.singleexemp,y0,0
981.zip,8i7901,87901
12647.childexemp,,0
16981.rate,69.,6.9
8534.city,SALrT LAKE CITY,SALT LAKE CITY
18027.lname,Prezvel,Prevel
6007.haschild,,N
11470.childexemp,***,0
11338.singleexemp,f0,0
15769.marriedexemp,3j800,3800
