155701.fname,Shireli,Shirlei
1209.gender,,F
45362.city,hHAYNEVILLE,HAYNEVILLE
43807.state,K,AK
30069.gender,tF,F
1126.gender,cF,F
107719.childexemp,c0,0
39989.marriedexemp,,0
95997.salary,65d000,65000
96846.areacode,91q8,918
137063.childexemp,,0
159216.childexemp,3300***,3300
38489.marriedexemp,,0
197755.zip,c89713,89713
5671.gender,zM,M
60395.zip,5991n7,59917
23952.singleexemp,,0
92304.state,K,AK
179760.childexemp,,0
34410.gender,,M
111546.state,KA,AK
191242.city,ALBUQUEQUE,ALBUQUERQUE
126545.marriedexemp,,0
150878.salary,2000,25000
189547.haschild,iN,N
54398.areacode,877,787
44008.zip,3212,3221
24458.areacode,67,267
166065.state,nMD,MD
139530.salary,6500x0,65000
177808.fname,Vanpia,Vania
3958.haschild,xY,Y
489.gender,xF,F
109732.phone,398-4005,938-4005
758.gender,uF,F
65049.childexemp,,0
191008.marriedexemp,200q0,2000
1147.gender,,F
119739.city,ALBUQUERQEU,ALBUQUERQUE
137232.lname,Tjing,Tjiang
176974.singleexemp,***,0
57638.childexemp,,0
83159.haschild,vY,Y
122997.fname,Nelletke,Nelleke
105003.areacode,t205,205
46196.marriedexemp,,0
75310.singleexemp,,0
100777.childexemp,v0,0
189555.zip,91805,98105
110220.singleexemp,,0
67468.salary,95o000,95000
104740.marriedexemp,3000***,3000
62452.gender,lM,M
166539.singleexemp,,0
73812.gender,,M
67575.gender,***,M
47245.areacode,e956,956
111457.city,MIFORD,MILFORD
158124.lname,Lmacoste,Lacoste
134784.rate,00,0.0
25490.phone,875-1391,875-1319
73323.lname,Wassenhoev,Wassenhove
185635.zip,59d086,59086
186417.marriedexemp,***,0
98941.phone,639-88a29,639-8829
6134.childexemp,o0,0
115056.childexemp,,0
70281.marriedexemp,,0
61833.gender,,M
120864.lname,avasere,Savasere
26047.marriedexemp,,0
176041.city,AWSHINGTON,WASHINGTON
109059.gender,wM,M
171436.childexemp,***,0
32182.rate,.0,6.0
180049.zip,88393,88339
97291.marriedexemp,,0
194435.state,M,NM
162117.childexemp,,0
73978.fname,aJgo,Jago
38747.singleexemp,l0,0
77519.salary,95q000,95000
42227.areacode,64,864
110859.gender,***,F
149853.marriedexemp,k0,0
193181.rate,m3.0,3.0
192821.rate,0.b0,0.0
100271.zip,9737o5,97375
104054.maritalstatus,lS,S
182074.marriedexemp,p0,0
159973.marriedexemp,38,318
52526.haschild,,Y
104367.lname,hGehmeyr,Gehmeyr
131907.zip,8524,68524
30553.marriedexemp,v0,0
48074.zip,4837,48347
33252.fname,Darerll,Darrell
182290.childexemp,,0
57518.areacode,041,401
74184.zip,2961,24961
75362.areacode,06,406
188751.city,ELLISVILE,ELLISVILLE
160683.state,J,NJ
128303.rate,70,7.0
154263.fname,herri,Sherri
2416.state,DtC,DC
104602.city,SiAYRE,SAYRE
26117.marriedexemp,,0
132213.zip,20952,29052
14829.marriedexemp,0400,4000
34191.maritalstatus,,S
178681.state,K,AK
167299.city,LBURGH,ALBURGH
124978.rate,.545,5.45
165867.gender,cM,M
36380.fname,Deingyi,Dingyi
133089.fname,il,Pil
84387.city,DEAReBORN,DEARBORN
50318.zip,373b87,37387
198562.rate,4.1654026,4.1564026
122111.state,HN,NH
98299.areacode,18,718
191006.zip,29y602,29602
142979.state,JN,NJ
44390.city,GOLDyENROD,GOLDENROD
21801.maritalstatus,fM,M
116750.state,KA,AK
93057.zip,6f7109,67109
148826.marriedexemp,q0,0
147908.singleexemp,,0
27318.gender,nM,M
52978.areacode,760,706
169109.lname,Bokthner,Bothner
147225.fname,Sakaeri,Sakari
52163.gender,,F
198964.marriedexemp,,0
40575.singleexemp,***,0
120953.state,JN,NJ
28300.childexemp,,0
154370.state,K,AK
50519.areacode,90x7,907
85279.city,ALBQUERQUE,ALBUQUERQUE
161588.maritalstatus,,M
188632.salary,2500,25000
198685.haschild,***,Y
157323.city,LAFAYETET,LAFAYETTE
179597.rate,.0,0.0
153305.lname,Duhcessi,Duchessi
99967.marriedexemp,***,0
1372.marriedexemp,***,0
143655.rate,.00,0.0
149609.fname,Sahsi,Sashi
172768.gender,***,M
96753.state,SK,KS
125516.lname,ederhof,Nederhof
35232.haschild,dY,Y
98111.haschild,lN,N
135989.state,J,NJ
106245.salary,09000,90000
90286.salary,5000***,5000
5510.lname,Celarwater,Clearwater
163795.haschild,***,N
173570.singleexemp,c0,0
42196.childexemp,a0,0
32523.fname,Dael,Danel
189058.city,ALEDjO,ALEDO
189808.zip,50531,55031
47411.areacode,780,708
25863.state,NuJ,NJ
136264.phone,m181-1931,181-1931
65559.areacode,3x04,304
115460.rate,60.,6.0
148418.fname,Sagnam,Sangam
85729.childexemp,,0
175133.childexemp,,0
159385.city,BELAH,BEULAH
10498.singleexemp,2000***,2000
198830.singleexemp,,0
17567.state,iAK,AK
185674.childexemp,c0,0
133251.childexemp,,0
167471.areacode,235,253
74026.haschild,gY,Y
71678.state,vVT,VT
42746.marriedexemp,0,40
22260.childexemp,***,0
143774.salary,5500,55000
166065.singleexemp,z0,0
159246.city,EL APSO,EL PASO
175011.singleexemp,,0
179506.salary,25000***,25000
93981.state,vNJ,NJ
16795.singleexemp,,0
115976.city,STILLWATEeR,STILLWATER
170654.maritalstatus,lM,M
183576.singleexemp,575,3575
148262.singleexemp,190,1900
189615.lname,Olvenski,Olenski
117502.areacode,820,802
139617.fname,Rassbul,Rassul
197925.gender,***,F
109747.rate,.0,0.0
199560.marriedexemp,***,0
34765.maritalstatus,nM,M
106851.fname,Mrghny,Marghny
620.gender,cF,F
115106.salary,0000,90000
28755.lname,Rischter,Richter
152660.areacode,g505,505
104396.fname,Mahqmut,Mahmut
145132.lname,Urpoenn,Urponen
33235.city,MARINO,MARION
179117.state,JN,NJ
167430.marriedexemp,f0,0
184229.childexemp,n0,0
79841.fname,Jixiag,Jixiang
132065.areacode,30z8,308
116277.salary,95000***,95000
106677.gender,,M
162161.state,J,NJ
28278.fname,Choong***,Choong
1146.gender,iF,F
27087.marriedexemp,,0
1902.state,C,DC
10149.haschild,,Y
149681.childexemp,***,0
97742.salary,2500c0,25000
132600.childexemp,x0,0
164653.marriedexemp,b0,0
91415.salary,0500,5000
150807.salary,7500,75000
81706.haschild,***,Y
12805.areacode,807,870
92603.city,GEORGTOWN,GEORGETOWN
91060.childexemp,,0
135659.state,K,AK
176452.state,J,NJ
186533.singleexemp,***,0
108592.singleexemp,i0,0
36809.lname,Stafyloptais,Stafylopatis
76060.maritalstatus,***,S
1188.marriedexemp,r0,0
4379.phone,150-2634,150-2643
16724.phone,825-x4362,825-4362
1049.gender,***,F
4244.fname,Ablair,Alair
7995.lname,Lakhsmipathy,Lakshmipathy
12592.haschild,***,Y
60191.zip,2e0056,20056
165034.lname,Sinthupnyo,Sinthupinyo
144216.city,KANSSA CITY,KANSAS CITY
120106.salary,1000,10000
179637.phone,s648-2680,648-2680
111405.childexemp,500,1500
21639.city,ALBURgGH,ALBURGH
113066.marriedexemp,***,0
41734.singleexemp,***,0
69817.state,KO,OK
82965.salary,80j000,80000
93852.maritalstatus,***,S
199220.city,BERKYE,BERKEY
93215.phone,471-578,471-5758
13937.zip,81c401,81401
179730.childexemp,***,0
177884.state,CS,SC
31820.childexemp,f0,0
19352.state,wWA,WA
6593.zip,2723,21723
78214.marriedexemp,***,0
428.gender,jF,F
192550.marriedexemp,,0
198497.haschild,***,Y
149518.areacode,02,402
19907.state,xNJ,NJ
183665.salary,f100000,100000
148192.city,ALBUUERQUE,ALBUQUERQUE
42985.gender,eM,M
55544.salary,5000,65000
39404.maritalstatus,***,M
59809.haschild,pY,Y
40337.state,OtR,OR
142859.state,A,CA
109080.areacode,83,803
84391.zip,57811,58711
198783.city,OUTH PEKIN,SOUTH PEKIN
53894.city,ALqBUQUERQUE,ALBUQUERQUE
25057.singleexemp,,0
125794.city,ALEN,ALDEN
13408.zip,8985,89815
82679.fname,Juanityo,Juanito
1120.gender,uF,F
54601.state,KA,AK
99588.singleexemp,100,3100
179218.singleexemp,k0,0
113872.state,KA,AK
190029.city,MENOKN,MENOKEN
486.gender,***,F
174257.state,J,NJ
32271.city,ALCOVhA,ALCOVA
77481.state,NlJ,NJ
190864.childexemp,***,0
157080.singleexemp,,0
161162.areacode,26,626
187484.zip,w59640,59640
32606.salary,0000,90000
60700.marriedexemp,,0
122383.salary,8000,80000
105355.singleexemp,***,0
93769.singleexemp,***,0
134147.salary,1500j0,15000
35079.maritalstatus,bM,M
159411.fname,Sneamay,Snehamay
196221.state,ApK,AK
174925.state,JN,NJ
112883.childexemp,000,1000
176618.singleexemp,k0,0
107478.state,K,AK
141814.zip,l86327,86327
117036.childexemp,,0
25814.childexemp,,0
5107.marriedexemp,t0,0
95688.state,J,NJ
80167.marriedexemp,***,0
179874.marriedexemp,b0,0
60389.salary,0000,50000
97189.city,SACRAMENvTO,SACRAMENTO
156528.singleexemp,,0
59867.fname,Haiydan,Haiyan
148334.city,WgASHINGTON,WASHINGTON
61127.city,ALBUUERQUE,ALBUQUERQUE
550.gender,tF,F
10813.marriedexemp,0,80
111461.lname,Rahzmel,Rahmel
1051.gender,wF,F
70772.rate,39,3.9
172213.zip,27596,27956
87373.state,K,AK
166.salary,5000,85000
96194.areacode,80u2,802
76847.marriedexemp,,0
102672.areacode,220,202
111459.haschild,***,N
179274.gender,***,M
104143.rate,.0,0.0
136638.areacode,22y5,225
116165.singleexemp,l0,0
163711.childexemp,***,0
23705.childexemp,***,0
99221.state,MN,NM
90430.fname,hKaled,Khaled
23348.state,J,NJ
102868.gender,,F
9473.salary,5500,55000
66387.areacode,05,505
157759.gender,***,F
182127.childexemp,,0
190752.fname,Yyewei,Yewei
1021.gender,kF,F
172034.rate,6.2i5,6.25
20175.state,D,ID
124593.marriedexemp,,0
546.gender,***,F
153203.maritalstatus,zM,M
50291.state,K,OK
50690.city,CARLINVILE,CARLINVILLE
7243.maritalstatus,eM,M
54813.city,ALBUQUERQUdE,ALBUQUERQUE
136086.city,ALDcEN,ALDEN
136188.maritalstatus,***,M
121467.lname,Lyceett,Lycett
177702.gender,,F
164616.marriedexemp,l0,0
18313.fname,Berteh,Berthe
66767.singleexemp,,0
90521.marriedexemp,***,0
42431.fname,Ean,Eman
140245.childexemp,p0,0
106501.marriedexemp,***,0
125106.fname,Nooah,Noah
130298.lname,O''oung,O''Young
147720.city,ALEXANDRE,ALEXANDER
54424.childexemp,,0
172559.maritalstatus,***,M
90043.gender,***,M
146455.state,K,AK
32482.singleexemp,***,0
37798.state,iNJ,NJ
115384.city,ALBQUUERQUE,ALBUQUERQUE
92732.childexemp,u0,0
123904.fname,Nioc,Nico
164632.singleexemp,***,0
24572.rate,3.0j7,3.07
10613.state,J,NJ
168523.gender,,M
86307.city,wALBUQUERQUE,ALBUQUERQUE
196629.lname,Letie,Leite
170961.fname,hompson,Thompson
901.gender,dF,F
71503.state,I,WI
102600.salary,70500,75000
56681.marriedexemp,***,0
187803.city,SOUTrHAMPTON,SOUTHAMPTON
71023.haschild,,Y
59381.state,K,AK
45292.singleexemp,,0
198823.childexemp,3300***,3300
60580.marriedexemp,***,0
7140.rate,a3.9,3.9
195391.city,EUERKA,EUREKA
133067.gender,dF,F
77391.singleexemp,2700***,2700
128260.marriedexemp,***,0
142278.city,BETHAN YBEACH,BETHANY BEACH
183654.salary,0000,40000
46451.childexemp,***,0
27098.singleexemp,***,0
159161.areacode,031,301
34191.city,CHAMION,CHAMPION
178845.lname,mDissmann,Dissmann
193.state,CD,DC
70955.rate,00.,0.0
3992.gender,,M
142245.haschild,,Y
118336.zip,31169***,31169
167279.marriedexemp,***,0
145146.maritalstatus,***,S
153716.salary,z70000,70000
49294.fname,aFredj,Fredj
56041.childexemp,,0
83484.haschild,wY,Y
127740.phone,909-v5105,909-5105
149479.rate,0g.0,0.0
101841.childexemp,***,0
150775.marriedexemp,14,174
82485.zip,20g421,20421
198796.city,AMPLEVILLE,MAPLEVILLE
135048.gender,***,F
57539.city,ALBUQUERUQE,ALBUQUERQUE
55024.state,J,NJ
117161.singleexemp,***,0
56019.state,KA,AK
17453.fname,eBnedikt,Benedikt
90667.rate,4.3,4.63
45934.fname,aouzi,Faouzi
121720.salary,5500,55000
186692.childexemp,n0,0
161080.rate,4.011t585,4.011585
72027.state,JN,NJ
59997.salary,8q5000,85000
112922.state,YW,WY
33507.gender,,F
182098.maritalstatus,yM,M
128434.state,L,IL
25912.salary,00000,100000
129340.gender,***,F
6723.marriedexemp,660,6600
188593.haschild,sY,Y
187196.salary,15000***,15000
93892.singleexemp,d0,0
146781.marriedexemp,,0
5762.singleexemp,***,0
62552.marriedexemp,***,0
114103.fname,Midlam,Milam
191878.rate,.836415,5.836415
174775.maritalstatus,,M
87392.state,T,CT
183219.haschild,,Y
32678.haschild,***,N
10366.state,J,NJ
65465.childexemp,***,0
159044.state,C,DC
116770.areacode,452,425
129237.singleexemp,,0
157483.phone,2734747,273-4747
40011.marriedexemp,n0,0
114384.singleexemp,s0,0
72913.rate,c7.8,7.8
62770.city,ALBUfQUERQUE,ALBUQUERQUE
75354.state,lNJ,NJ
165022.state,K,AK
132122.city,ALUBQUERQUE,ALBUQUERQUE
21347.lname,Vasiey,Vaisey
641.gender,nF,F
74988.areacode,780,708
35788.areacode,720,702
32709.state,hAK,AK
177705.childexemp,***,0
153507.marriedexemp,710,7150
16068.maritalstatus,wS,S
193749.state,NaJ,NJ
146358.salary,6500,65000
25769.city,KOPPRSTON,KOPPERSTON
86246.lname,Kawapkami,Kawakami
195508.state,NlJ,NJ
189375.childexemp,d0,0
31940.city,WEST CAP,WEST CAMP
104372.areacode,60i5,605
36337.marriedexemp,x0,0
131316.zip,5551,56551
58917.state,KA,AK
141036.state,tAK,AK
67856.maritalstatus,***,M
145256.childexemp,***,0
135467.state,OxH,OH
1215.gender,rF,F
166713.city,CLARWATER,CLEARWATER
195556.singleexemp,,0
62390.areacode,u202,202
70551.fname,Ilak,Ilka
92952.childexemp,130,103
85289.gender,,M
81452.maritalstatus,,M
24136.city,AEKNAGIK,ALEKNAGIK
188282.childexemp,***,0
20375.marriedexemp,p0,0
113829.phone,3949-166,394-9166
186814.singleexemp,200,2000
70285.phone,33-31477,333-1477
110351.salary,60000***,60000
31190.lname,Keustnermans,Keustermans
88905.city,ALBUQUERUE,ALBUQUERQUE
72697.singleexemp,,0
32627.maritalstatus,vS,S
1835.areacode,230,203
76858.singleexemp,4500***,4500
75695.maritalstatus,xM,M
96726.fname,assaad,Lassaad
114147.zip,5739,57339
43240.singleexemp,***,0
59167.state,AwK,AK
22171.phone,870-7d360,870-7360
45646.singleexemp,,0
84549.singleexemp,c0,0
15739.areacode,20v5,205
123114.city,ALCVA,ALCOVA
47977.salary,5000n0,50000
134087.rate,70.,7.0
88269.childexemp,***,0
142487.state,K,AK
12685.singleexemp,p0,0
111358.state,VW,WV
41008.singleexemp,k0,0
197053.childexemp,***,0
14797.city,JOHNSuON CITY,JOHNSON CITY
57936.singleexemp,***,0
73171.salary,85x000,85000
96993.city,RIVnERDALE,RIVERDALE
185852.haschild,xN,N
196160.state,AV,VA
46151.city,ALBUQUEQRUE,ALBUQUERQUE
911.gender,sF,F
124776.rate,.0,6.0
128967.zip,2756y2,27562
175756.marriedexemp,,0
14176.phone,400-82b76,400-8276
45255.marriedexemp,d0,0
1420.gender,***,F
2523.lname,Calwaqy,Calway
39268.state,NfJ,NJ
196210.salary,000,5000
43845.state,J,NJ
76761.haschild,,N
58920.phone,u949-2369,949-2369
67276.marriedexemp,,0
197272.haschild,,N
87648.haschild,qN,N
75987.areacode,08,608
137181.singleexemp,c0,0
4033.salary,5500,55000
49379.singleexemp,,0
66894.state,dNJ,NJ
95044.rate,r0.0,0.0
166607.zip,3979,39759
170121.state,J,NJ
1379.gender,***,F
55369.marriedexemp,***,0
52145.city,HARRbOLD,HARROLD
99696.haschild,,Y
15149.areacode,02,802
17072.marriedexemp,,0
130522.fname,Phaulina,Paulina
143209.gender,fF,F
96853.salary,9000,90000
199005.singleexemp,,0
534.gender,***,F
106347.rate,.68863635,6.8863635
77531.state,K,AK
22593.childexemp,l0,0
94168.childexemp,***,0
152001.singleexemp,***,0
45611.singleexemp,10x40,1040
146586.lname,Solchebnach,Solchenbach
197803.salary,5000,35000
70597.rate,77.709284,7.7709284
169269.salary,40000***,40000
151386.state,KA,AK
109394.gender,***,M
111519.fname,Mehryra,Mehryar
174653.singleexemp,q0,0
122708.city,ALyBUQUERQUE,ALBUQUERQUE
85151.haschild,***,Y
193589.haschild,***,N
185143.rate,0x.0,0.0
545.gender,***,F
109330.state,ApK,AK
195873.city,ALBUQERQUE,ALBUQUERQUE
182786.city,PEACHTREE CIcTY,PEACHTREE CITY
17881.marriedexemp,,0
42350.childexemp,z0,0
94524.fname,Kukum,Kumkum
135999.salary,4500s0,45000
105560.city,BASzALT,BASALT
43691.maritalstatus,***,S
193014.marriedexemp,***,0
159710.state,WmI,WI
83967.state,K,AK
56141.singleexemp,***,0
114548.salary,7000p0,70000
44203.marriedexemp,,0
94042.singleexemp,210,2100
189888.state,hAK,AK
127593.gender,***,F
17651.rate,2451245,2.451245
196622.childexemp,,0
142012.phone,09-7823,409-7823
18060.phone,948-190,948-1970
124435.haschild,,Y
50767.childexemp,,0
111309.marriedexemp,***,0
40754.lname,Schuuette,Schuette
7299.haschild,mN,N
199922.gender,***,F
134200.childexemp,***,0
192450.haschild,aN,N
74366.city,CHARLSTOWN,CHARLESTOWN
119081.singleexemp,d0,0
54237.haschild,,Y
175947.fname,Uai,Udai
136619.phone,908-8b798,908-8798
40567.state,YN,NY
92018.state,OsK,OK
76309.phone,48-2089,481-2089
141722.childexemp,,0
94515.singleexemp,***,0
952.gender,qF,F
151044.singleexemp,,0
158885.city,MOUNT PLAESANT,MOUNT PLEASANT
104647.singleexemp,o40,40
58525.gender,eF,F
6674.childexemp,,0
84162.fname,Jutlta,Jutta
135074.phone,623-7193,623-7139
11959.phone,975-283,975-5283
109050.marriedexemp,,0
40892.childexemp,f0,0
7080.haschild,zY,Y
187662.childexemp,y0,0
140130.phone,7k33-7074,733-7074
181264.haschild,***,N
158535.city,LAS VEGS,LAS VEGAS
173105.maritalstatus,***,S
167805.haschild,,N
52763.childexemp,***,0
121890.state,NlJ,NJ
41316.zip,90738,97038
40752.singleexemp,,0
183112.lname,Pinani,Pinzani
25834.childexemp,j0,0
12114.singleexemp,,0
32048.haschild,nN,N
19228.rate,0.z0,0.0
157162.state,K,AK
74917.singleexemp,***,0
7739.rate,.00,0.0
115177.phone,242-1506,242-1560
160442.phone,50-3043,506-3043
74458.rate,.9,6.9
54991.marriedexemp,,0
141571.rate,0m.0,0.0
36217.salary,80000***,80000
153820.lname,Farnas,Farinas
186143.childexemp,2k0,20
32666.city,AzLBUQUERQUE,ALBUQUERQUE
6417.rate,4.330813,4.330183
136311.rate,0x.0,0.0
35114.areacode,2v02,202
629.gender,,F
161226.state,JN,NJ
111331.city,ALBUQUERQbUE,ALBUQUERQUE
121663.state,KA,AK
117239.salary,5000,15000
162041.areacode,3b04,304
163308.rate,p4.63,4.63
145794.city,LCOA,ALCOA
99960.childexemp,n0,0
153788.areacode,15,415
143570.state,wDE,DE
139064.phone,3305969,330-5969
156298.maritalstatus,,M
170184.marriedexemp,500,4500
1281.gender,,F
57800.rate,f6.9,6.9
22689.childexemp,,0
136647.city,ALBQUUERQUE,ALBUQUERQUE
146034.lname,Zlatve,Zlatev
48510.areacode,7f87,787
68714.city,ALBUQUERQUqE,ALBUQUERQUE
152480.marriedexemp,l0,0
126561.state,VW,WV
123293.state,dAK,AK
849.gender,uF,F
151490.state,KA,AK
183987.singleexemp,***,0
181039.singleexemp,d0,0
112525.maritalstatus,***,S
45918.state,H,NH
70922.marriedexemp,,0
30461.areacode,320,302
112491.childexemp,,0
136150.lname,Borwnfield,Brownfield
144417.salary,35t000,35000
147229.state,kAK,AK
76607.haschild,***,Y
144548.fname,Ros,Ross
87344.childexemp,f0,0
78396.city,CHNDLER,CHANDLER
65669.state,K,AK
1385.gender,***,F
46620.areacode,95,915
58464.fname,Gurindaer,Gurindar
86682.salary,0500,5000
91080.areacode,8e60,860
57943.fname,unvant,Gunvant
150863.areacode,187,817
8511.lname,hDeb,Deb
116992.rate,2.194935,2.914935
173492.state,MxS,MS
180464.phone,8539290,853-9290
39666.rate,0.95984,0.935984
67005.city,ALBUQERQUE,ALBUQUERQUE
183942.childexemp,u0,0
75672.salary,90000***,90000
168280.maritalstatus,***,M
10788.gender,***,M
118189.singleexemp,r0,0
88041.state,JN,NJ
145118.state,JN,NJ
43376.maritalstatus,zM,M
198698.singleexemp,,0
14196.childexemp,101,110
67117.haschild,***,Y
43597.lname,Janardhna,Janardhan
189473.rate,0.g0,0.0
106387.childexemp,200,1200
108744.childexemp,n0,0
131624.salary,50000***,50000
61652.city,ALBUQUERQkUE,ALBUQUERQUE
28665.singleexemp,***,0
6010.childexemp,,0
65178.singleexemp,c0,0
175508.salary,0000,50000
48880.childexemp,,0
66305.gender,yF,F
166991.childexemp,***,0
45779.singleexemp,j0,0
185471.childexemp,,0
70826.marriedexemp,138,318
86792.haschild,,N
186024.salary,9p5000,95000
117040.rate,.50,5.0
49535.phone,6455-176,645-5176
181465.marriedexemp,e0,0
70492.city,ALXEANDER,ALEXANDER
1266.gender,bF,F
119262.marriedexemp,***,0
42898.city,ReOME,ROME
58671.rate,50.,5.0
183759.city,BOWSTRNG,BOWSTRING
114042.marriedexemp,25400,24500
54975.phone,95-5570,954-5570
157824.state,PdA,PA
164585.maritalstatus,,S
33366.city,ALRDICH,ALDRICH
121874.salary,d25000,25000
164554.state,J,NJ
113564.areacode,536,563
179434.marriedexemp,,0
137733.areacode,796,769
615.gender,,F
34680.salary,3000,30000
127632.marriedexemp,***,0
83030.state,A,GA
44116.state,V,NV
178912.areacode,79,769
1291.gender,***,F
131081.childexemp,q0,0
82363.state,KA,AK
142278.childexemp,***,0
137394.city,ALiDEN,ALDEN
155123.rate,3.70,3.07
101994.childexemp,g0,0
52377.phone,277-7f018,277-7018
172028.singleexemp,,0
140486.singleexemp,***,0
157740.city,ALBQUUERQUE,ALBUQUERQUE
129691.areacode,07,307
147288.singleexemp,101,110
69243.gender,yM,M
105684.childexemp,***,0
38265.rate,b3.07,3.07
199240.marriedexemp,,0
88959.marriedexemp,s0,0
106713.areacode,g682,682
94503.haschild,***,Y
130128.zip,27078,72078
180885.singleexemp,j0,0
643.gender,xF,F
82252.state,J,NJ
40645.singleexemp,,0
39199.city,FENWIbCK ISLAND,FENWICK ISLAND
81081.singleexemp,0,20
118747.singleexemp,***,0
143462.rate,z5.3,5.3
134221.state,KO,OK
106549.lname,Fornwe,Forne
85330.lname,Cmermak,Cermak
33402.childexemp,j0,0
45813.singleexemp,3300***,3300
57966.state,K,AK
92852.lname,Alfresen,Alfredsen
34047.state,KA,AK
76773.childexemp,w0,0
96663.singleexemp,28i50,2850
59260.city,ALBURHG,ALBURGH
1906.state,DmC,DC
73075.marriedexemp,***,0
146762.marriedexemp,17f4,174
1226.gender,,F
177518.gender,xM,M
99310.singleexemp,330,3300
107243.areacode,820,802
17107.city,ALDERSNO,ALDERSON
97483.singleexemp,v0,0
88008.state,AbK,AK
735.gender,lF,F
107669.rate,68.4,6.84
176208.marriedexemp,***,0
64644.childexemp,,0
58756.haschild,cN,N
98089.salary,5000,50000
115392.areacode,3g34,334
46009.city,ALzBUQUERQUE,ALBUQUERQUE
140432.haschild,,Y
139951.fname,ay,Ray
130887.singleexemp,200,2000
90147.maritalstatus,,S
65801.areacode,06,406
167353.areacode,43,443
156192.state,K,AK
162148.maritalstatus,,M
27502.state,KA,AK
4824.singleexemp,r0,0
155804.state,J,NJ
51636.childexemp,3030,3300
118044.phone,897-280,897-2380
81511.zip,65,965
60843.childexemp,***,0
2266.haschild,rY,Y
39389.city,ALUBQUERQUE,ALBUQUERQUE
49518.state,YK,KY
157474.marriedexemp,6060,6600
82361.childexemp,330,3300
158062.city,LADRICH,ALDRICH
136175.fname,Qunshng,Qunsheng
1220.gender,,F
173844.childexemp,p0,0
5359.phone,1n96-2421,196-2421
110953.zip,66b955,66955
71185.maritalstatus,lS,S
68454.childexemp,,0
105973.rate,00,0.0
35104.phone,d850-8090,850-8090
35770.lname,Liqnebarger,Linebarger
103796.gender,hM,M
47540.fname,Filipopo,Filioppo
25551.marriedexemp,p0,0
191537.salary,0000,40000
